page|68
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金||62,813,487.61|198,407,224.33
结算备付金|||
拆出资金|||
交易性金融资产||165,983,870.54|191,360,896.03
衍生金融资产|||
应收票据|||
应收账款||84,430,637.65|101,264,127.93
应收款项融资||416,258.71|
预付款项||2,592,034.77|2,224,768.54
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||1,836,099.24|3,268,805.40
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||66,205,470.93|57,133,695.12
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||17,079,270.70|16,905,880.05
流动资产合计||401,357,130.15|570,565,397.40
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资||28,060,307.48|23,216,766.45
其他权益工具投资|||
其他非流动金融资产|||
page|69
投资性房地产||9,978,149.63|11,059,785.67
固定资产||439,792,069.01|182,094,407.27
在建工程||2,988,865.86|132,169,722.52
生产性生物资产|||
油气资产|||
使用权资产||3,343,606.27|
无形资产||100,045,510.21|101,514,396.80
开发支出|||
商誉|||
长期待摊费用||3,133,287.38|535,257.64
递延所得税资产||12,827,886.41|9,959,714.88
其他非流动资产||17,967,247.20|3,695,659.60
非流动资产合计||618,136,929.45|464,245,710.83
资产总计||1,019,494,059.60|1,034,811,108.23
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据||3,406,200.00|3,833,100.00
应付账款||110,268,965.36|68,147,260.45
预收款项|||
合同负债||32,500.00|113,482.03
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||9,831,598.22|8,677,539.75
应交税费||12,982,460.36|13,618,067.45
其他应付款||974,719.73|1,205,155.95
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||515,632.73|
其他流动负债||4,225.00|14,752.67
流动负债合计||138,016,301.40|95,609,358.30
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债||2,827,973.54|
长期应付款|||
长期应付职工薪酬|||
page|70
预计负债|||
递延收益||2,642,079.02|2,725,248.48
递延所得税负债|||
其他非流动负债|||
非流动负债合计||5,470,052.56|2,725,248.48
负债合计||143,486,353.96|98,334,606.78
所有者权益（或股东权益）：|||
实收资本（或股本）||134,080,000.00|134,080,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||568,636,439.38|568,636,439.38
减：库存股|||
其他综合收益||-55,730.37|10,876.35
专项储备|||
盈余公积||23,021,147.59|15,398,716.22
一般风险准备|||
未分配利润||150,325,849.04|218,350,469.50
归属于母公司所有者权益（或股东权益）合计||876,007,705.64|936,476,501.45
少数股东权益|||
所有者权益（或股东权益）合计||876,007,705.64|936,476,501.45
负债和所有者权益（或股东权益）总计||1,019,494,059.60|1,034,811,108.23
