page|105
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、（1）|516,399,760.04|421,121,722.37
结算备付金|||
拆出资金|||
交易性金融资产|七、（2）|284,189,146.13|90,683,764.38
衍生金融资产|七、（3）||
应收票据|七、（4）|581,995.80|558,243.00
应收账款|七、（5）|216,211,555.14|194,541,499.17
应收款项融资|七、（6）||
预付款项|七、（7）|3,071,929.97|4,505,058.20
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、（8）|7,065,288.26|3,082,794.45
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、（9）|324,287,610.29|175,121,034.40
合同资产|七、（10）||
持有待售资产|七、（11）||6,483,363.09
一年内到期的非流动资产|七、（12）||
其他流动资产|七、（13）|18,276,318.58|7,229,390.04
流动资产合计||1,370,083,604.21|903,326,869.10
非流动资产：|||
发放贷款和垫款|||
债权投资|七、（14）||
其他债权投资|七、（15）||
长期应收款|七、（16）||
长期股权投资|七、（17）||
其他权益工具投资|七、（18）||4,000,000.00
其他非流动金融资产|七、（19）|4,000,000.00|
投资性房地产|七、（20）|3,550,883.42|3,958,631.84
固定资产|七、（21）|530,464,912.37|137,697,916.05
在建工程|七、（22）|15,470,780.55|181,151,795.16
生产性生物资产|七、（23）||
油气资产|七、（24）||
使用权资产|七、（25）||
无形资产|七、（26）|167,923,954.09|77,942,607.77
page|106
开发支出|七、（27）||
商誉|七、（28）|96,280.23|96,280.23
长期待摊费用|七、（29）||
递延所得税资产|七、（30）|9,196,374.64|4,732,284.63
其他非流动资产|七、（31）|8,733,741.83|33,690,959.22
非流动资产合计||739,436,927.13|443,270,474.90
资产总计||2,109,520,531.34|1,346,597,344.00
流动负债：|||
短期借款|七、（32）|359,603,888.89|190,116,666.66
向中央银行借款|||
拆入资金|||
交易性金融负债|七、（33）|373,884.45|
衍生金融负债|七、（34）||
应付票据|七、（35）|50,133,087.53|40,105,113.17
应付账款|七、（36）|181,101,119.24|164,882,261.72
预收款项|七、（37）||
合同负债|七、（38）|18,666,406.02|24,259,337.13
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、（39）|20,287,798.46|15,757,272.71
应交税费|七、（40）|20,061,261.09|9,537,424.09
其他应付款|七、（41）|2,181,435.35|9,522,706.68
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|七、（42）||
一年内到期的非流动负债|七、（43）||
其他流动负债|七、（44）|287,890.09|551,602.74
流动负债合计||652,696,771.12|454,732,384.90
非流动负债：|||
保险合同准备金|||
长期借款|七、（45）||
应付债券|七、（46）|183,498,995.92|171,217,789.55
其中：优先股|||
永续债|||
租赁负债|七、（47）||
长期应付款|七、（48）||
长期应付职工薪酬|七、（49）||
预计负债|七、（50）||
递延收益|七、（51）|180,660.73|272,460.73
递延所得税负债|||
其他非流动负债|七、（52）||
非流动负债合计||183,679,656.65|171,490,250.28
负债合计||836,376,427.77|626,222,635.18
所有者权益（或股东权益）：|||
page|107
实收资本（或股本）|七、（53）|259,301,043.00|199,460,207.00
其他权益工具|七、（54）|45,196,967.95|45,203,642.24
其中：优先股|||
永续债|||
资本公积|七、（55）|583,348,039.73|130,155,509.51
减：库存股|七、（56）||7,214,191.00
其他综合收益|七、（57）||
专项储备|七、（58）||
盈余公积|七、（59）|49,143,802.36|41,733,578.64
一般风险准备|||
未分配利润|七、（60）|336,154,250.53|311,035,962.43
归属于母公司所有者权益（或股东权益）合计||1,273,144,103.57|720,374,708.82
少数股东权益|||
所有者权益（或股东权益）合计||1,273,144,103.57|720,374,708.82
负债和所有者权益（或股东权益）总计||2,109,520,531.34|1,346,597,344.00
