page|67
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|86,592,095.94|259,954,855.00
结算备付金||
拆出资金||
交易性金融资产|30,000,000.00|
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据|266,616.07|
应收账款|17,548,587.52|16,275,258.16
应收款项融资||
预付款项|17,806,663.73|15,866,982.69
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|490,568,265.94|667,644,111.76
其中：应收利息||1,228,022.19
应收股利||
买入返售金融资产||
存货|380,633,946.74|163,971,713.12
page|68
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|12,495,293.77|844,654.82
流动资产合计|1,035,911,469.71|1,124,557,575.55
非流动资产：||
发放贷款和垫款||
债权投资||
可供出售金融资产||
其他债权投资||
持有至到期投资||
长期应收款||
长期股权投资||
其他权益工具投资|50,000,000.00|
其他非流动金融资产||
投资性房地产|36,299,190.38|37,846,014.38
固定资产|281,538,933.67|284,361,367.46
在建工程|759,455.43|12,602,100.44
生产性生物资产||
油气资产||
使用权资产||
无形资产|20,680,318.12|21,109,707.49
开发支出|426,393.68|
商誉||
长期待摊费用|429,306.77|522,306.77
递延所得税资产|15,048,842.31|13,701,243.48
其他非流动资产||
非流动资产合计|405,182,440.36|370,142,740.02
资产总计|1,441,093,910.07|1,494,700,315.57
流动负债：||
短期借款||
向中央银行借款||
拆入资金||
交易性金融负债||
page|69
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据||
应付账款|37,971,239.97|14,975,594.37
预收款项|16,489,791.24|14,968,337.60
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|5,725,115.02|4,709,241.98
应交税费|2,590,624.73|16,809,898.99
其他应付款|4,435,315.86|3,774,012.45
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||
其他流动负债||
流动负债合计|67,212,086.82|55,237,085.39
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|59,789,214.87|61,122,186.19
递延所得税负债||
page|70
其他非流动负债||
非流动负债合计|59,789,214.87|61,122,186.19
负债合计|127,001,301.69|116,359,271.58
所有者权益：||
股本|978,313,280.00|978,313,280.00
其他权益工具||
其中：优先股||
永续债||
资本公积|175,578,234.09|175,578,234.09
减：库存股|171,409,894.81|73,249,850.91
其他综合收益||
专项储备||
盈余公积|39,468,590.70|39,468,590.70
一般风险准备||
未分配利润|291,777,237.65|258,231,272.50
归属于母公司所有者权益合计|1,313,727,447.63|1,378,341,526.38
少数股东权益|365,160.75|-482.39
所有者权益合计|1,314,092,608.38|1,378,341,043.99
负债和所有者权益总计|1,441,093,910.07|1,494,700,315.57
