page|69
项目|附注|2021 年度|2020 年度
一、营业总收入||831,883,166.28|1,180,110,913.29
其中：营业收入||831,883,166.28|1,180,110,913.29
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||911,823,791.54|1,144,203,750.74
其中：营业成本||718,414,040.77|935,997,750.55
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||4,939,075.74|12,082,295.64
销售费用||37,404,552.15|29,314,622.05
管理费用||79,430,593.71|79,481,941.05
研发费用||50,042,517.98|58,309,641.90
page|70
财务费用||21,593,011.19|29,017,499.55
其中：利息费用||23,353,072.24|28,038,312.49
利息收入||2,337,739.72|1,695,325.92
加：其他收益||17,003,351.27|23,339,937.40
投资收益（损失以“－”号填列）||31,271,738.41|-4,455,894.63
其中：对联营企业和合营企业的投资收益||1,507,888.27|-3,860,317.80
以摊余成本计量的金融资产终止确认收益|||-595,576.83
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||1,461,852.39|-589,336.76
信用减值损失（损失以“-”号填列）||-109,543,778.97|5,402,680.41
资产减值损失（损失以“-”号填列）||-27,793,446.27|-9,376,382.03
资产处置收益（损失以“－”号填列）|||6,267.76
三、营业利润（亏损以“－”号填列）||-167,540,908.43|50,234,434.70
加：营业外收入||1,475,631.51|1,236,254.30
减：营业外支出||26,108,482.68|40,315,201.17
四、利润总额（亏损总额以“－”号填列）||-192,173,759.60|11,155,487.83
减：所得税费用||-15,842,072.91|-638,624.56
五、净利润（净亏损以“－”号填列）||-176,331,686.69|11,794,112.39
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-176,331,686.69|11,794,112.39
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-173,646,951.07|18,500,148.93
2.少数股东损益（净亏损以“-”号填列）||-2,684,735.62|-6,706,036.54
六、其他综合收益的税后净额||-362,425.51|-692921.35
（一）归属母公司所有者的其他综合收益的税后净额||-362,425.51|-692921.35
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-362425.51|-692921.35
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
page|71
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-362425.51|-692921.35
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||-176,694,112.20|11,101,191.04
（一）归属于母公司所有者的综合收益总额||-174,009,376.58|17,807,227.58
（二）归属于少数股东的综合收益总额||-2,684,735.62|-6,706,036.54
八、每股收益：|||
（一）基本每股收益(元/股)||-0.490|0.052
（二）稀释每股收益(元/股)||-0.490|0.052
