page|67
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,267,866,712.29|1,029,931,132.98
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
page|68
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||6,284,906.92|12,337,408.83
收到其他与经营活动有关的现金|七、76（1）|246,176,882.77|199,986,110.82
经营活动现金流入小计||1,520,328,501.98|1,242,254,652.63
购买商品、接受劳务支付的现金||820,861,077.65|689,423,609.70
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||171,275,740.55|142,556,203.45
支付的各项税费||83,704,590.89|79,109,903.37
支付其他与经营活动有关的现金|七、76（2）|281,653,515.08|283,933,838.39
经营活动现金流出小计||1,357,494,924.17|1,195,023,554.91
经营活动产生的现金流量净额||162,833,577.81|47,231,097.72
二、投资活动产生的现金流量：|||
收回投资收到的现金||275,000,000.00|711,017,377.83
取得投资收益收到的现金||857,986.47|4,908,356.61
处置固定资产、无形资产和其他长期资产收回的现金净额||2,496,480.00|48,543.69
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、76（3）||15,059,400.00
投资活动现金流入小计||278,354,466.47|731,033,678.13
购建固定资产、无形资产和其他长期资产支付的现金||202,204,274.79|104,548,696.32
投资支付的现金||289,500,000.00|501,000,281.94
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||491,704,274.79|605,548,978.26
投资活动产生的现金流量净额||-213,349,808.32|125,484,699.87
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||800,000.00|23,651,887.50
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||301,550,000.00|50,000,000.00
收到其他与筹资活动有关的现金|七、76（5）|75,980,082.22|18,151,152.19
筹资活动现金流入小计||378,330,082.22|91,803,039.69
偿还债务支付的现金||150,000,000.00|59,000,000.00
分配股利、利润或偿付利息支付的||32,584,350.34|24,956,741.07
page|69
现金|||
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、76（6）|104,368,299.50|21,791,912.80
筹资活动现金流出小计||286,952,649.84|105,748,653.87
筹资活动产生的现金流量净额||91,377,432.38|-13,945,614.18
四、汇率变动对现金及现金等价物的影响||105,930.58|334,433.39
五、现金及现金等价物净增加额||40,967,132.45|159,104,616.80
加：期初现金及现金等价物余额||300,418,645.98|141,314,029.18
六、期末现金及现金等价物余额|七、77（1-4）|341,385,778.43|300,418,645.98
