page|78
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,783,233,226.12|1,493,477,743.89
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
page|79
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||26,806,090.42|8,310,300.22
收到其他与经营活动有关的现金||71,192,002.64|21,135,823.24
经营活动现金流入小计||1,881,231,319.18|1,522,923,867.35
购买商品、接受劳务支付的现金||1,098,498,357.72|659,545,917.03
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||305,077,229.21|214,222,281.49
支付的各项税费||142,735,077.69|185,314,690.36
支付其他与经营活动有关的现金||127,484,287.82|129,253,614.76
经营活动现金流出小计||1,673,794,952.44|1,188,336,503.64
经 营 活动 产生 的 现金 流量净额||207,436,366.74|334,587,363.71
二、投资活动产生的现金流量：|||
收回投资收到的现金||15,130,000.00|
取得投资收益收到的现金||34,284.23|
处置固定资产、无形资产和其他长期资产收回的现金净额||76,572.00|275,653.56
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||11,550,000.00
投资活动现金流入小计||15,240,856.23|11,825,653.56
购建固定资产、无形资产和其他长期资产支付的现金||535,294,605.56|668,986,712.97
投资支付的现金||15,630,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||6,458,819.83|
支付其他与投资活动有关的现金|||10,630,000.00
投资活动现金流出小计||557,383,425.39|679,616,712.97
投 资 活动 产生 的 现金 流||-542,142,569.16|-667,791,059.41
page|80
量净额|||
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||82,978,100.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||415,000,000.00|658,000,000.00
收到其他与筹资活动有关的现金||42,516,939.86|10,455,112.39
筹资活动现金流入小计||540,495,039.86|668,455,112.39
偿还债务支付的现金||400,200,000.00|489,145,500.00
分配股利、利润或偿付利息支付的现金||126,462,331.88|83,552,653.51
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||51,732,057.18|38,688,447.16
筹资活动现金流出小计||578,394,389.06|611,386,600.67
筹 资 活动 产生 的 现金 流量净额||-37,899,349.20|57,068,511.72
四、汇率变动对现金及现金等价物的影响||-1,024,849.63|-2,539,356.87
五、现金及现金等价物净增加额||-373,630,401.25|-278,674,540.85
加：期初现金及现金等价物余额||508,230,785.77|786,905,326.62
六、期末现金及现金等价物余额||134,600,384.52|508,230,785.77
