page|63
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,806,761,729.29|6,529,647,186.30
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||1,632,407.36|2,558,128.57
收到其他与经营活动有关的现金||291,975,312.26|325,394,023.34
经营活动现金流入小计||3,100,369,448.91|6,857,599,338.21
购买商品、接受劳务支付的现金||1,711,209,828.34|5,215,655,421.43
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||294,497,864.57|312,370,079.68
支付的各项税费||278,882,838.52|335,425,205.73
支付其他与经营活动有关的现金||260,944,005.64|269,216,110.67
经营活动现金流出小计||2,545,534,537.07|6,132,666,817.51
经营活动产生的现金流量净额||554,834,911.84|724,932,520.70
二、投资活动产生的现金流量：|||
收回投资收到的现金||3,928,073,911.29|3,161,322,634.68
取得投资收益收到的现金||34,666,209.26|14,087,557.35
处置固定资产、无形资产和其他长期资产收回的现金净额||631,233.33|12,266,231.55
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||16,971,172.47|
投资活动现金流入小计||3,980,342,526.35|3,187,676,423.58
购建固定资产、无形资产和其他长期资产支付的现金||196,860,699.13|176,925,355.49
投资支付的现金||4,174,610,000.00|3,753,303,206.50
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||4,371,470,699.13|3,930,228,561.99
投资活动产生的现金流量净额||-391,128,172.78|-742,552,138.41
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
page|64
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||200,000,000.00|
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||200,000,000.00|
偿还债务支付的现金||200,000,000.00|
分配股利、利润或偿付利息支付的现金||166,769,993.71|73,920,000.00
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||366,769,993.71|73,920,000.00
筹资活动产生的现金流量净额||-166,769,993.71|-73,920,000.00
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-3,063,254.65|-91,539,617.71
加：期初现金及现金等价物余额||306,596,761.53|398,136,379.24
六、期末现金及现金等价物余额||303,533,506.88|306,596,761.53
