page|60
项目|附注|2020 年度|2019 年度
一、营业总收入|七.61|2,349,498,178.25|5,993,056,081.18
其中：营业收入||2,349,498,178.25|5,993,056,081.18
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本|七.61|2,057,446,510.95|5,609,502,176.24
其中：营业成本||1,281,798,976.39|4,800,935,450.31
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七.62|87,923,413.66|99,747,857.79
销售费用|七.63|349,297,467.46|402,370,626.88
管理费用|七.64|326,304,837.16|302,910,337.80
研发费用|||
财务费用|七.66|12,121,816.28|3,537,903.46
其中：利息费用||625,924.55|98,355.06
利息收入||3,648,515.22|12,901,020.67
加：其他收益|七.67|2,220,923.26|442,858.98
投资收益（损失以“－”号填列）|七.68|27,440,034.16|17,645,208.26
其中：对联营企业和合营企业的投资收益||2,187,254.52|4,999,562.61
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七.70|792,494.21|5,881,723.28
信用减值损失（损失以“-”号填列）|七.71|3,327,221.26|12,365,201.35
资产减值损失（损失以“-”号填列）|七.72|-1,592,744.10|-342,430.06
资产处置收益（损失以“－”号填列）|七.73|-13,184.06|8,514,368.98
三、营业利润（亏损以“－”号填列）||324,226,412.03|428,060,835.73
加：营业外收入|七.74|47,002,675.88|55,954,424.68
减：营业外支出|七.75|37,928,619.77|11,233,731.94
四、利润总额（亏损总额以“－”号填列）||333,300,468.14|472,781,528.47
减：所得税费用|七.76|65,660,756.73|138,687,354.98
五、净利润（净亏损以“－”号填列）||267,639,711.41|334,094,173.49
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||267,639,711.41|334,094,173.49
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||268,266,378.32|334,343,706.63
2.少数股东损益（净亏损以“-”号填列）||-626,666.91|-249,533.14
六、其他综合收益的税后净额|||
page|61
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||267,639,711.41|334,094,173.49
（一）归属于母公司所有者的综合收益总额||268,266,378.32|334,343,706.63
（二）归属于少数股东的综合收益总额||-626,666.91|-249,533.14
八、每股收益：|||
（一）基本每股收益(元/股)||0.15|0.18
（二）稀释每股收益(元/股)||0.15|0.18
