page|72
项目|附注|2020 年度|2019 年度
一、营业总收入|七、61|6,804,217,807.24|7,032,618,014.28
其中：营业收入|七、61|6,804,217,807.24|7,032,618,014.28
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||6,649,316,982.52|6,886,870,864.95
其中：营业成本|七、61|5,861,910,154.81|6,138,835,698.54
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|28,575,130.01|24,118,705.03
销售费用|七、63|19,785,999.80|26,751,879.90
管理费用|七、64|168,770,098.37|148,850,230.37
研发费用|||
财务费用|七、66|570,275,599.53|548,314,351.11
其中：利息费用||548,613,715.84|526,658,722.46
利息收入||7,271,349.68|6,090,060.92
加：其他收益|七、67|25,362,104.97|14,724,824.25
投资收益（损失以“－”号填列）|七、68|117,410,361.32|43,005,111.58
其中：对联营企业和合营企业的投资收益||39,864,214.80|26,249,258.47
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|535,200.00|24,902,400.00
信用减值损失（损失以“-”号填列）|七、71|-60,310,431.60|-9,212,033.10
资产减值损失（损失以“-”号填列）|||
资产处置收益（损失以“－”号填列）|七、73|4,822,289.85|17,343.50
三、营业利润（亏损以“－”号填列）||242,720,349.26|219,184,795.56
加：营业外收入|七、74|2,753,149.76|3,404,054.41
减：营业外支出|七、75|4,807,767.18|3,210,784.94
四、利润总额（亏损总额以“－”号填列）||240,665,731.84|219,378,065.03
page|73
减：所得税费用|七、76|54,779,371.51|47,364,875.07
五、净利润（净亏损以“－”号填列）||185,886,360.33|172,013,189.96
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||185,886,360.33|172,013,189.96
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||186,998,887.83|167,638,363.96
2.少数股东损益（净亏损以“-”号填列）||-1,112,527.50|4,374,826.00
六、其他综合收益的税后净额|七、77|-11,162,190.40|-13,169,534.07
（一）归属母公司所有者的其他综合收益的税后净额||-11,162,190.40|-13,169,534.07
1．不能重分类进损益的其他综合收益||-11,164,869.26|-13,190,450.41
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||-11,164,869.26|-13,190,450.41
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||2,678.86|20,916.34
（1）权益法下可转损益的其他综合收益||2,678.86|20,916.34
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||174,724,169.93|158,843,655.89
（一）归属于母公司所有者的综合收益总额||175,836,697.43|154,468,829.89
（二）归属于少数股东的综合收益总额||-1,112,527.50|4,374,826.00
八、每股收益：|||
（一）基本每股收益(元/股)||0.09|0.08
（二）稀释每股收益(元/股)||0.09|0.08
