page|72
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||598,850,933.43|169,523,161.53
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||119,836,888.54|200,359.24
经营活动现金流入小计||718,687,821.97|169,723,520.77
购买商品、接受劳务支付的现金||504,798,455.72|116,084,315.85
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||20,375,840.36|11,435,694.27
page|73
支付的各项税费||17,276,748.74|6,059,249.93
支付其他与经营活动有关的现金||132,494,063.31|54,173,305.57
经营活动现金流出小计||674,945,108.13|187,752,565.62
经营活动产生的现金流量净额||43,742,713.84|-18,029,044.85
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||5,313,522.29
处置固定资产、无形资产和其他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||791,590.14
收到其他与投资活动有关的现金|||
投资活动现金流入小计|||6,105,112.43
购建固定资产、无形资产和其他长期资产支付的现金|||
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||30,518,566.29|
支付其他与投资活动有关的现金||5,850,000.00|3,000,000.00
投资活动现金流出小计||36,368,566.29|3,000,000.00
投资活动产生的现金流量净额||-36,368,566.29|3,105,112.43
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||126,000,000.00|
收到其他与筹资活动有关的现金||306,153,040.19|
筹资活动现金流入小计||432,153,040.19|
偿还债务支付的现金||61,950,402.54|
分配股利、利润或偿付利息支付的现金||2,693,752.34|
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||325,470,038.15|3,201,415.89
筹资活动现金流出小计||390,114,193.03|3,201,415.89
筹资活动产生的现金流量净额||42,038,847.16|-3,201,415.89
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||49,412,994.71|-18,125,348.31
加：期初现金及现金等价物余额||43,435,518.71|61,560,867.02
六、期末现金及现金等价物余额||92,848,513.42|43,435,518.71
