page|76
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||703,927,582.67|1,151,354,790.52
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||-|-
收到其他与经营活动有关的现金||114,226,658.67|7,900,206.83
经营活动现金流入小计||818,154,241.34|1,159,254,997.35
购买商品、接受劳务支付的现金||563,802,313.72|1,091,849,553.92
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
page|77
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||44,128,901.91|38,938,443.22
支付的各项税费||14,407,639.51|27,453,131.92
支付其他与经营活动有关的现金||34,790,714.95|30,332,254.67
经营活动现金流出小计||657,129,570.09|1,188,573,383.73
经营活动产生的现金流量净额||161,024,671.25|-29,318,386.38
二、投资活动产生的现金流量：|||
收回投资收到的现金||26,135,092.68|
取得投资收益收到的现金||11,077,192.62|-
处置固定资产、无形资产和其他长期资产收回的现金净额||458,910.00|9,782.00
处置子公司及其他营业单位收到的现金净额||-|-
收到其他与投资活动有关的现金||2,001,443,952.84|
投资活动现金流入小计||2,039,115,148.14|9,782.00
购建固定资产、无形资产和其他长期资产支付的现金||1,773,909.80|1,782,582.17
投资支付的现金||244,160,174.09|
质押贷款净增加额||-|-
取得子公司及其他营业单位支付的现金净额||-|-
支付其他与投资活动有关的现金||1,920,200,000.00|75,675,877.00
投资活动现金流出小计||2,166,134,083.89|77,458,459.17
投资活动产生的现金流量净额||-127,018,935.75|-77,448,677.17
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,690,000.00|-
其中：子公司吸收少数股东投资收到的现金||1,690,000.00|-
取得借款收到的现金||293,333,684.78|368,277,337.55
收到其他与筹资活动有关的现金||-|
筹资活动现金流入小计||295,023,684.78|368,277,337.55
偿还债务支付的现金||441,185,241.69|157,084,331.55
分配股利、利润或偿付利息支付的现金||14,170,942.07|18,552,450.57
其中：子公司支付给少数股东的股利、利润||-|-
支付其他与筹资活动有关的现金||-|
筹资活动现金流出小计||455,356,183.76|175,636,782.12
筹资活动产生的现金流量净额||-160,332,498.98|192,640,555.43
四、汇率变动对现金及现金等价物的影响|||-
五、现金及现金等价物净增加额||-126,326,763.48|85,873,491.88
加：期初现金及现金等价物余额||150,544,630.20|64,671,138.32
六、期末现金及现金等价物余额||24,217,866.72|150,544,630.20
