page|70
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金||2,385,328,205.98|4,257,271,964.72
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据||870,588.85|5,966,400.00
应收账款||52,117,751.06|99,194,729.96
应收款项融资||19,680,000.00|138,396,498.54
预付款项||28,371,418.25|14,818,786.23
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||239,560,750.91|250,395,400.31
其中：应收利息|||
应收股利||220,500,000.00|220,500,000.00
买入返售金融资产|||
存货||599,838,679.62|385,023,039.83
合同资产||2,015,639.01|2,376,064.09
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||38,021,279.51|26,425,888.50
流动资产合计||3,365,804,313.19|5,179,868,772.18
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资||11,908,260,476.26|10,125,463,971.84
其他权益工具投资||50,000,000.00|50,333,953.59
其他非流动金融资产|||
投资性房地产|||
固定资产||3,992,525,687.65|3,638,564,104.70
在建工程||872,611,801.46|2,015,148,089.98
生产性生物资产|||
油气资产|||
page|71
使用权资产|||
无形资产||290,502,996.07|297,104,924.55
开发支出|||
商誉|||
长期待摊费用|||
递延所得税资产||25,291,529.72|19,940,002.35
其他非流动资产||80,894,006.94|80,709,648.12
非流动资产合计||17,220,086,498.10|16,227,264,695.13
资产总计||20,585,890,811.29|21,407,133,467.31
流动负债：|||
短期借款||2,910,243,196.02|2,010,101,358.90
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据||2,858,204,840.00|5,322,091,814.68
应付账款||769,210,363.81|474,126,934.12
预收款项||5,679,290.17|1,000,000.00
合同负债||509,788,242.03|297,227,564.21
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||48,593,046.69|37,713,920.85
应交税费||11,585,540.10|22,221,839.60
其他应付款||31,562,999.89|61,947,901.88
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||380,353,172.38|910,507,532.12
其他流动负债||66,029,519.74|38,627,563.28
流动负债合计||7,591,250,210.83|9,175,566,429.64
非流动负债：|||
保险合同准备金|||
长期借款||428,350,000.00|210,000,000.00
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款||82,942,300.00|295,919,955.44
长期应付职工薪酬|||
预计负债|||
递延收益||85,754,852.98|108,295,311.84
递延所得税负债||91,834.57|
其他非流动负债|||
非流动负债合计||597,138,987.55|614,215,267.28
page|72
负债合计||8,188,389,198.38|9,789,781,696.92
所有者权益（或股东权益）：|||
实收资本（或股本）||2,562,121,154.00|1,970,862,426.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||6,981,253,269.14|7,430,140,565.50
减：库存股|||
其他综合收益||-19,723,273.17|-17,790,231.42
专项储备||3,902,778.29|1,740,741.99
盈余公积||654,336,383.33|459,369,161.46
一般风险准备|||
未分配利润||1,988,460,743.29|1,317,332,685.33
归属于母公司所有者权益（或股东权益）合计||12,170,351,054.88|11,161,655,348.86
少数股东权益||227,150,558.03|455,696,421.53
所有者权益（或股东权益）合计||12,397,501,612.91|11,617,351,770.39
负债和所有者权益（或股东权益）总计||20,585,890,811.29|21,407,133,467.31
