page|68
项目|附注|2021 年度|2020 年度
一、营业总收入||469,635,934.59|365,967,191.74
其中：营业收入||469,635,934.59|365,967,191.74
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||617,703,185.94|498,131,446.83
其中：营业成本||441,068,583.70|362,823,595.43
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||8,070,396.19|8,987,530.04
销售费用||5,763,315.83|2,819,657.82
管理费用||143,245,033.83|121,080,785.32
研发费用||16,658,680.79|2,499,030.10
财务费用||2,897,175.60|-79,151.88
其中：利息费用||3,244,344.66|
利息收入||-1,265,899.32|733,843.81
加：其他收益||19,889,232.78|115,471,382.03
投资收益（损失以“－”号填列）||6,616,120.59|82,618,312.24
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||101,669,113.01|550,195.28
page|69
信用减值损失（损失以“-”号填列）||-1,818,081.31|-1,025,775.57
资产减值损失（损失以“-”号填列）||-318,650,281.46|-26,190,892.27
资产处置收益（损失以“－”号填列）||130,743,929.05|29,481,489.09
三、营业利润（亏损以“－”号填列）||-209,617,218.69|68,740,455.71
加：营业外收入||74,201,903.26|7,533,491.83
减：营业外支出||4,551,826.14|62,369.95
四、利润总额（亏损总额以“－”号填列）||-139,967,141.57|76,211,577.59
减：所得税费用||51,206,860.58|63,519,676.94
五、净利润（净亏损以“－”号填列）||-191,174,002.15|12,691,900.65
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-242,909,926.36|12,691,900.65
2.终止经营净利润（净亏损以“－”号填列）||51,735,924.21|
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-164,710,719.26|11,030,446.01
2.少数股东损益（净亏损以“-”号填列）||-26,463,282.89|1,661,454.64
六、其他综合收益的税后净额||-2,190,631.65|-594,069.60
（一）归属母公司所有者的其他综合收益的税后净额||-2,190,631.65|-594,069.60
1．不能重分类进损益的其他综合收益||-2,190,631.65|-594,069.60
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||-2,190,631.65|-594,069.60
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
page|70
七、综合收益总额||-193,364,633.80|12,097,831.05
（一）归属于母公司所有者的综合收益总额||-166,901,350.91|10,436,376.41
（二）归属于少数股东的综合收益总额||-26,463,282.89|1,661,454.64
八、每股收益：|||
（一）基本每股收益(元/股)||-0.45|0.03
（二）稀释每股收益(元/股)||-0.45|0.03
