page|70
项目|附注|2019 年度|2018 年度
一、营业总收入||491,688,011.57|479,823,815.86
其中：营业收入||491,688,011.57|479,823,815.86
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||459,062,982.44|436,746,926.93
其中：营业成本||385,702,921.08|367,270,390.08
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||4,056,840.50|5,028,739.03
销售费用||11,876,979.28|13,667,445.65
管理费用||31,516,576.94|37,981,875.85
研发费用||22,299,855.95|20,089,361.14
财务费用||3,609,808.69|-7,290,884.82
其中：利息费用||6,555,917.94|6,955,094.43
利息收入||2,832,565.38|6,643,264.52
加：其他收益||624,733.17|3,227,160.69
投资收益（损失以“－”号填列）||2,501,803.67|3,106,111.45
其中：对联营企业和合营企业的投资收益||-165,509.58|-106,892.42
以摊余成本计量的金融资产终止确|||
page|71
认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||-7,806,510.24|
资产减值损失（损失以“-”号填列）||-2,588,789.09|-19,544,973.85
资产处置收益（损失以“－”号填列）||46,003.67|15,457,520.35
三、营业利润（亏损以“－”号填列）||25,402,270.31|45,322,707.57
加：营业外收入||2,650,000.00|2,101.25
减：营业外支出||1,950.87|760,120.00
四、利润总额（亏损总额以“－”号填列）||28,050,319.44|44,564,688.82
减：所得税费用||2,899,591.76|7,758,711.61
五、净利润（净亏损以“－”号填列）||25,150,727.68|36,805,977.21
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||25,150,727.68|36,805,977.21
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||28,051,595.53|39,250,119.36
2.少数股东损益（净亏损以“-”号填列）||-2,900,867.85|-2,444,142.15
六、其他综合收益的税后净额||180,267.89|161,466.89
（一）归属母公司所有者的其他综合收益的税后净额||180,267.89|161,466.89
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||180,267.89|161,466.89
（1）权益法下可转损益的其他综合收益||180,267.89|161,466.89
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||25,330,995.57|36,967,444.10
（一）归属于母公司所有者的综合收益总额||28,231,863.42|39,411,586.25
（二）归属于少数股东的综合收益总额||-2,900,867.85|-2,444,142.15
八、每股收益：|||
（一）基本每股收益(元/股)||0.17|0.23
（二）稀释每股收益(元/股)||0.17|0.23
