page|123
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|536,082,540.31|129,791,987.85
结算备付金||
page|124
拆出资金||
交易性金融资产|45,845,624.17|70,582,030.61
衍生金融资产||
应收票据|196,859,843.20|3,140,000.00
应收账款|751,201,481.54|86,758,561.62
应收款项融资||
预付款项|70,255,627.31|7,755,401.47
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|47,570,017.86|17,134,618.62
其中：应收利息||
应收股利||
买入返售金融资产||
存货|593,291,184.00|95,040,027.25
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|111,012,221.76|3,680,975.55
流动资产合计|2,352,118,540.15|413,883,602.97
非流动资产：||
发放贷款和垫款||
债权投资|147,477,913.33|296,630,395.69
其他债权投资||
长期应收款||
长期股权投资|380,609.38|8,451,677.28
其他权益工具投资|9,827,610.00|5,000,000.00
其他非流动金融资产|227,840,000.00|13,480,373.24
投资性房地产|27,948,543.59|29,338,037.76
固定资产|1,439,674,549.61|143,346,274.57
在建工程|89,647,428.92|1,179,576.34
生产性生物资产||
油气资产||
使用权资产||
page|125
无形资产|989,309,858.73|47,452,755.98
开发支出|123,628,730.11|
商誉|804,209,260.84|
长期待摊费用|23,669,825.65|2,189,775.76
递延所得税资产|48,077,516.15|6,209,735.60
其他非流动资产|87,369,810.02|82,170.00
非流动资产合计|4,019,061,656.33|553,360,772.22
资产总计|6,371,180,196.48|967,244,375.19
流动负债：||
短期借款|478,949,016.18|
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|173,994,558.36|80,779,406.58
应付账款|905,228,056.31|68,754,929.54
预收款项||16,832,710.86
合同负债|40,188,293.36|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|120,585,855.94|32,250,579.23
应交税费|69,415,596.23|10,331,855.20
其他应付款|559,931,187.29|2,557,217.22
其中：应付利息||
应付股利|343,759,986.83|
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|221,081,685.24|
其他流动负债|170,344,919.88|
流动负债合计|2,739,719,168.79|211,506,698.63
非流动负债：||
page|126
保险合同准备金||
长期借款|791,379,922.07|
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|48,896,969.17|
长期应付职工薪酬||
预计负债|11,438,655.53|
递延收益|8,095,034.50|1,987,500.00
递延所得税负债|211,764,097.39|34,804.59
其他非流动负债|772,280,000.00|
非流动负债合计|1,843,854,678.66|2,022,304.59
负债合计|4,583,573,847.45|213,529,003.22
所有者权益：||
股本|110,670,000.00|110,670,000.00
其他权益工具||
其中：优先股||
永续债||
资本公积|472,593,519.37|472,593,519.37
减：库存股||
其他综合收益|4,103,468.50|
专项储备||
盈余公积|53,345,234.60|53,345,234.60
一般风险准备||
未分配利润|172,269,196.62|117,106,618.00
归属于母公司所有者权益合计|812,981,419.09|753,715,371.97
少数股东权益|974,624,929.94|
所有者权益合计|1,787,606,349.03|753,715,371.97
负债和所有者权益总计|6,371,180,196.48|967,244,375.19
