page|85
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|七、1|2,882,011,631.49|4,642,289,996.48
结算备付金|||
拆出资金|||
交易性金融资产|七、2|332,638,725.56|
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|七、4|85,340,067.59|115,573,640.95
应收账款|七、5|8,251,045,116.50|9,246,811,823.26
应收款项融资|七、6|133,628,992.58|
预付款项|七、7|906,405,449.90|566,373,987.20
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|3,820,654,593.90|1,097,806,783.28
其中：应收利息||1,651,175.31|2,463,027.38
应收股利|||47,038,025.31
买入返售金融资产|||
存货|七、9|4,448,516,583.52|4,888,374,646.81
持有待售资产|七、10||12,795,967,028.86
一年内到期的非流动资产  七、11||2,193,895,038.70|346,678,560.57
其他流动资产|七、12|1,131,717,409.11|1,326,828,890.43
流动资产合计||24,185,853,608.85|35,026,705,357.84
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||746,229,567.50
其他债权投资|||
持有至到期投资|||
长期应收款|七、15|3,121,472,346.14|643,402,180.47
长期股权投资|七、16|6,221,312,265.99|4,410,314,601.19
page|86
其他权益工具投资|||
其他非流动金融资产|七、18|640,148,017.42|
投资性房地产|||
固定资产|七、20|10,198,613,819.75|9,558,494,362.12
在建工程|七、21|1,395,160,344.08|1,877,585,054.49
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、25|5,161,585,803.04|4,483,982,649.88
开发支出|七、26|773,285,265.34|806,716,376.68
商誉|七、27|14,653,707.00|14,653,707.00
长期待摊费用|七、28|3,837,839.79|6,849,394.71
递延所得税资产|七、29|1,378,015,745.14|1,257,974,716.87
其他非流动资产|七、30|75,502,203.81|76,973,382.86
非流动资产合计||28,983,587,357.50|23,883,175,993.77
资产总计||53,169,440,966.35|58,909,881,351.61
流动负债：|||
短期借款|七、31|7,510,221,898.82|9,265,160,880.52
向中央银行借款|||
拆入资金|||
交易性金融负债|七、32|128,831,697.73|
以公允价值计量且其变动计入当期损益的金融负债|||136,629,355.70
衍生金融负债|||
应付票据|七、34|3,556,261,647.72|4,703,693,946.04
应付账款|七、35|12,200,516,533.52|10,490,001,794.72
预收款项|七、36|3,281,754,468.35|3,508,207,926.49
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、37|560,877,142.43|385,474,851.29
应交税费|七、38|175,411,151.14|147,794,168.14
其他应付款|七、39|3,094,107,350.78|2,460,181,169.09
其中：应付利息||38,250,000.00|80,435,315.55
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||4,165,456,394.71
一年内到期的非流动负债  七、41||3,590,162,134.72|1,366,865,000.00
其他流动负债|七、42|20,036,866.86|12,852.00
流动负债合计||34,118,180,892.07|36,629,478,338.70
非流动负债：|||
保险合同准备金|||
长期借款|七、43|2,068,788,831.96|5,307,542,795.97
应付债券|七、44|997,049,761.88|999,020,424.08
其中：优先股|||
永续债|||
page|87
租赁负债|||
长期应付款|||8,000,000.00
长期应付职工薪酬|||
预计负债|||3,484,900.00
递延收益|七、49|755,598,969.57|745,474,983.77
递延所得税负债|七、29|17,707,593.85|598,150.67
其他非流动负债|||
非流动负债合计||3,839,145,157.26|7,064,121,254.49
负债合计||37,957,326,049.33|43,693,599,593.19
所有者权益（或股东权益）：|||
实收资本（或股本）|七、51|6,575,192,047.00|6,670,131,290.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、53|7,916,336,257.90|7,839,934,428.43
减：库存股|七、54|158,749,714.39|
其他综合收益|七、55|-161,014,014.77|-192,265,328.96
专项储备|||
盈余公积|七、57|2,170,595,382.03|2,170,595,382.03
一般风险准备|||
未分配利润|七、58|-1,114,660,694.51|-1,308,027,183.20
归属于母公司所有者权益（或股东权益）合计||15,227,699,263.26|15,180,368,588.30
少数股东权益||-15,584,346.24|35,913,170.12
所有者权益（或股东权益）合计||15,212,114,917.02|15,216,281,758.42
负债和所有者权益（或股东权益）总计||53,169,440,966.35|58,909,881,351.61
