page|93
项目|2021 年度|2020 年度（经重述）
一、营业总收入|41,668,819,175.25|29,573,100,815.61
其中：营业收入|41,668,819,175.25|29,573,100,815.61
利息收入||
已赚保费||
手续费及佣金收入||
二、营业总成本|34,992,910,774.33|28,030,187,751.72
其中：营业成本|33,180,332,856.79|26,333,734,447.01
利息支出||
手续费及佣金支出||
page|94
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
税金及附加|327,365,596.55|278,284,349.46
销售费用|68,307,011.26|56,707,823.66
管理费用|773,517,649.09|683,529,779.94
研发费用|55,244,170.05|31,115,216.66
财务费用|588,143,490.59|646,816,134.99
其中：利息费用|611,809,618.60|672,885,013.35
利息收入|31,058,243.29|35,345,210.83
加：其他收益|31,667,873.81|165,247,443.24
投资收益（损失以“－”号填列）|784,317.88|32,263,512.40
其中：对联营企业和合营企业的投资收益|-5,943,993.33|-9,882,491.78
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）||
信用减值损失（损失以“-”号填列）|-4,595,077.42|12,665,936.85
资产减值损失（损失以“-”号填列）|-1,984,916,473.29|-384,663,946.84
资产处置收益（损失以“-”号填列）|2,364,807.44|1,597,227.39
三、营业利润（亏损以“－”号填列）|4,721,213,849.34|1,370,023,236.93
加：营业外收入|4,109,233.10|8,856,122.04
减：营业外支出|37,192,160.40|22,374,166.85
四、利润总额（亏损总额以“－”号填列）|4,688,130,922.04|1,356,505,192.12
减：所得税费用|475,795,434.58|122,718,520.64
五、净利润（净亏损以“－”号填列）|4,212,335,487.46|1,233,786,671.48
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|4,212,335,487.46|1,233,786,671.48
2.终止经营净利润（净亏损以“－”号填列）||
（二）按所有权归属分类||
1.归属于母公司股东的净利润|3,319,026,414.54|902,555,209.17
2.少数股东损益|893,309,072.92|331,231,462.31
六、其他综合收益的税后净额|12,733,247.54|-43,609,966.77
归属母公司所有者的其他综合收益的税后净额|12,733,247.54|-43,495,874.63
（一）不能重分类进损益的其他综合收益|13,847,495.36|-40,545,126.53
1.重新计量设定受益计划变动额||
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动|13,847,495.36|-40,545,126.53
4.企业自身信用风险公允价值变动||
page|95
5.其他||
（二）将重分类进损益的其他综合收益|-1,114,247.82|-2,950,748.10
1.权益法下可转损益的其他综合收益||
2.其他债权投资公允价值变动||
3.金融资产重分类计入其他综合收益的金额||
4.其他债权投资信用减值准备||
5.现金流量套期储备||453,225.00
6.外币财务报表折算差额|-1,114,247.82|-3,403,973.10
7.其他||
归属于少数股东的其他综合收益的税后净额||-114,092.14
七、综合收益总额|4,225,068,735.00|1,190,176,704.71
归属于母公司所有者的综合收益总额|3,331,759,662.08|859,059,334.54
归属于少数股东的综合收益总额|893,309,072.92|331,117,370.17
八、每股收益：||
（一）基本每股收益|1.06|0.29
（二）稀释每股收益|1.06|0.29
