page|118
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|六、（一）|249,940,745.59|447,380,787.14
结算备付金|||
拆出资金|||
交易性金融资产|六、（二）|243,372,971.40|100,000,000.00
衍生金融资产|||
应收票据|六、（三）|35,802,006.84|36,194,108.69
应收账款|六、（四）|99,001,458.24|81,429,430.78
应收款项融资|六、（五）|4,686,385.00|8,958,804.00
预付款项|六、（六）|3,729,683.40|1,849,107.97
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|六、（七）|1,642,684.79|556,727.42
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|六、（八）|78,909,911.87|55,106,436.24
合同资产|六、（九）|2,159,538.13|
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|六、（十）|6,109,586.17|480,352.85
流动资产合计||725,354,971.43|731,955,755.09
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|六、（十一）|1,438,866.10|
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
page|119
固定资产|六、（十二）|4,474,160.35|3,673,262.50
在建工程|六、（十三）|103,278,496.48|1,839,793.67
生产性生物资产|||
油气资产|||
使用权资产|六、（十四）|7,340,731.32|
无形资产|六、（十五）|22,758,019.45|19,058,448.15
开发支出|||
商誉|||
长期待摊费用|六、（十六）|1,333,884.62|355,726.26
递延所得税资产|六、（十七）|2,032,621.36|1,132,653.57
其他非流动资产|六、（十八）|758,885.34|593,544.93
非流动资产合计||143,415,665.02|26,653,429.08
资产总计||868,770,636.45|758,609,184.17
流动负债：|||
短期借款|六、（十九）|46,066,977.41|12,087,445.85
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|||
应付账款|六、（二十）|49,873,026.53|44,894,193.46
预收款项|||
合同负债|六、（二十一）|4,079,718.98|2,431,634.42
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|六、（二十二）|13,577,185.54|11,147,705.27
应交税费|六、（二十三）|2,119,375.59|2,442,349.26
其他应付款|六、（二十四）|31,697,181.87|12,667,948.89
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
|一年内到期的非流动负债  六、（二十五）|3,536,585.90|
其他流动负债|六、（二十六）|470,331.27|188,951.39
流动负债合计||151,420,383.09|85,860,228.54
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|六、（二十七）|4,097,793.95|
page|120
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|六、（二十八）|300,000.00|
递延所得税负债|六、（十七）|55,945.71|
其他非流动负债|||
非流动负债合计||4,453,739.66|-
负债合计||155,874,122.75|85,860,228.54
所有者权益（或股东权益）：|||
实收资本（或股本）|六、（二十九）|50,527,495.00|50,527,495.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|六、（三十）|489,748,360.66|489,748,360.66
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积|六、（三十一）|22,506,515.61|17,432,332.25
一般风险准备|||
未分配利润|六、（三十二）|150,177,960.38|115,040,767.72
归属于母公司所有者权益（或股东权益）合计||712,960,331.65|672,748,955.63
少数股东权益||-63,817.95|-
所有者权益（或股东权益）合计||712,896,513.70|672,748,955.63
负债和所有者权益（或股东权益）总计||868,770,636.45|758,609,184.17
