page|123
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||455,729,211.20|402,655,574.90
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
page|124
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||3,295,734.25|1,934,170.17
收到其他与经营活动有关的现金||25,974,043.73|87,842,098.14
经营活动现金流入小计||484,998,989.18|492,431,843.21
购买商品、接受劳务支付的现金||311,516,166.15|282,943,764.96
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||160,459,243.50|165,681,790.06
支付的各项税费||5,723,856.23|3,432,352.64
支付其他与经营活动有关的现金||61,393,748.08|127,374,306.67
经营活动现金流出小计||539,093,013.96|579,432,214.33
经营活动产生的现金流量净额||-54,094,024.78|-87,000,371.12
二、投资活动产生的现金流量：|||
收回投资收到的现金||129,965,000.00|77,000,000.00
取得投资收益收到的现金||646,991.43|346,608.22
处置固定资产、无形资产和其他长期资产收回的现金净额||571,191.65|172,413.80
page|125
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||131,183,183.08|77,519,022.02
购建固定资产、无形资产和其他长期资产支付的现金||31,585,957.14|62,999,964.70
投资支付的现金||113,565,000.00|118,600,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||145,150,957.14|181,599,964.70
投资活动产生的现金流量净额||-13,967,774.06|-104,080,942.68
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||10,829,235.54
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||91,214,460.00|7,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||91,214,460.00|17,829,235.54
偿还债务支付的现金||45,716,667.00|583,333.00
分配股利、利润或偿付利息支付的现金||2,105,915.34|115,383.00
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||4,442,591.12|659,304,462.94
page|126
筹资活动现金流出小计||52,265,173.46|660,003,178.94
筹资活动产生的现金流量净额||38,949,286.54|-642,173,943.40
四、汇率变动对现金及现金等价物的影响||-434,092.73|58,487.65
五、现金及现金等价物净增加额||-29,546,605.03|-833,196,769.55
加：期初现金及现金等价物余额||101,399,841.55|934,596,611.10
六、期末现金及现金等价物余额||71,853,236.52|101,399,841.55
