page|59
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||96,016,575.64|17,447,756.42
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|六、（七十八）|129,080,775.61|9,541,548.74
经营活动现金流入小计||225,097,351.25|26,989,305.16
购买商品、接受劳务支付的现金||19,501,000.05|5,753,888.88
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||14,639,346.88|17,851,482.79
支付的各项税费||20,091,002.39|2,784,245.24
支付其他与经营活动有关的现金|六、（七十八）|149,472,523.43|48,099,702.54
经营活动现金流出小计||203,703,872.75|74,489,319.45
经营活动产生的现金流量净额|||21,393,478.50  -47,500,014.29
二、投资活动产生的现金流量：|||
收回投资收到的现金|||410,927,311.27  253,509,610.85
取得投资收益收到的现金||2,767,998.27|2,247,839.18
处置固定资产、无形资产和其他长期资产收回的现金净额|||2,346,945.45  122,288,713.42
处置子公司及其他营业单位收到的现金净额|||-681,690.44
收到其他与投资活动有关的现金|六、（七十八）|119,820,544.00|827,057.98
投资活动现金流入小计|||535,862,798.99  378,191,530.99
page|60
购建固定资产、无形资产和其他长期资产支付的现金||6,017,679.00|28,351.70
投资支付的现金|||261,942,000.00  339,599,076.57
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||10,413,008.56|-921.61
支付其他与投资活动有关的现金|六、（七十八）|98,430,248.68|
投资活动现金流出小计|||376,802,936.24  339,626,506.66
投资活动产生的现金流量净额||159,059,862.75|38,565,024.33
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||31,440,000.00|19,819,000.00
其中：子公司吸收少数股东投资收到的现金||2,590,000.00|
取得借款收到的现金|||16,000,000.00
收到其他与筹资活动有关的现金|六、（七十八）|15,000,000.00|300,000.00
筹资活动现金流入小计||46,440,000.00|36,119,000.00
偿还债务支付的现金||16,000,000.00|91,670,030.57
分配股利、利润或偿付利息支付的现金||10,392,529.81|3,348,414.99
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|六、（七十八）|52,569,835.87|5,000,000.00
筹资活动现金流出小计|||78,962,365.68  100,018,445.56
筹资活动产生的现金流量净额|||-32,522,365.68  -63,899,445.56
四、汇率变动对现金及现金等价物的影响||5,085.25|-2,041,431.16
五、现金及现金等价物净增加额|||147,936,060.82  -74,875,866.68
加：期初现金及现金等价物余额|||55,539,393.15  130,415,259.83
六、期末现金及现金等价物余额||203,475,453.97|55,539,393.15
