page|56
|合并现金流量表||
|2020 年 1—12 月||
|||单位：元  币种：人民币
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||28,174,030,050.33|37,824,888,635.69
收到的税费返还||218,983,615.98|340,898,497.19
收到其他与经营活动有关的现金|七-54-（1）|955,513,902.96|793,609,362.22
经营活动现金流入小计||29,348,527,569.27|38,959,396,495.10
购买商品、接受劳务支付的现金||19,914,345,079.24|25,654,864,978.82
支付给职工及为职工支付的现金||2,833,897,489.61|2,952,870,257.03
支付的各项税费||870,091,240.23|1,068,841,825.21
支付其他与经营活动有关的现金|七-54-（2）|2,161,720,422.34|3,931,313,410.09
经营活动现金流出小计||25,780,054,231.42|33,607,890,471.15
经营活动产生的现金流量净额||3,568,473,337.85|5,351,506,023.95
二、投资活动产生的现金流量：|||
收回投资收到的现金||9,178,126,867.18|9,209,816,837.08
取得投资收益收到的现金||36,488,671.12|37,134,962.37
处置固定资产、无形资产和其他长期资产|||
||210,366,039.68|531,262,149.33
收回的现金净额|||
投资活动现金流入小计||9,424,981,577.98|9,778,213,948.78
购建固定资产、无形资产和其他长期资产|||
||957,004,349.81|927,392,611.01
支付的现金|||
投资支付的现金||7,401,180,034.87|11,161,875,089.54
取得子公司及其他营业单位支付的现金|||
||15,035,074.29|
净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||8,373,219,458.97|12,089,267,700.55
投资活动产生的现金流量净额||1,051,762,119.01|-2,311,053,751.77
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||2,450,000.00|17,100,716.20
其中：子公司吸收少数股东投资收到的现|||
||2,450,000.00|100,716.20
金|||
取得借款收到的现金||75,000,000.00|3,510,000,000.00
收到其他与筹资活动有关的现金|七-54-（3）|220,767,677.57|
筹资活动现金流入小计||298,217,677.57|3,527,100,716.20
偿还债务支付的现金|||3,552,653,760.00
分配股利、利润或偿付利息支付的现金||2,278,091,253.97|1,179,955,432.85
其中：子公司支付给少数股东的股利、利|||
||9,000,000.00|10,560,000.00
润|||
支付其他与筹资活动有关的现金|七-54-（4）|1,086,310,696.19|223,520,776.82
筹资活动现金流出小计||3,364,401,950.16|4,956,129,969.67
筹资活动产生的现金流量净额||-3,066,184,272.59|-1,429,029,253.47
四、汇率变动对现金及现金等价物的影响||-26,613,509.86|-1,732,201.90
五、现金及现金等价物净增加额||1,527,437,674.41|1,609,690,816.81
加：期初现金及现金等价物余额||4,516,348,262.93|2,906,657,446.12
六、期末现金及现金等价物余额||6,043,785,937.34|4,516,348,262.93
