page|125
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,641,157,980.95|1,001,084,887.02
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||114,534,541.49|61,460,517.43
收到其他与经营活动有关的现金|七、78(1)|134,516,064.53|108,252,377.40
经营活动现金流入小计||1,890,208,586.97|1,170,797,781.85
购买商品、接受劳务支付的现金||1,765,244,321.54|542,962,570.37
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||188,261,449.02|111,033,719.19
支付的各项税费||87,078,996.85|71,033,178.76
支付其他与经营活动有关|七、78(2)|179,743,633.82|165,091,504.33
page|126
的现金|||
经营活动现金流出小计||2,220,328,401.23|890,120,972.65
经营活动产生的现金流量净额||-330,119,814.26|280,676,809.20
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||7,645,733.39|
处置固定资产、无形资产和其他长期资产收回的现金净额||308,884.22|61,970.14
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78(3)|793,228,150.00|
投资活动现金流入小计||801,182,767.61|61,970.14
购建固定资产、无形资产和其他长期资产支付的现金||458,236,897.40|145,631,784.29
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78(4)|1,991,595,176.34|
投资活动现金流出小计||2,449,832,073.74|145,631,784.29
投资活动产生的现金流量净额||-1,648,649,306.13|-145,569,814.15
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||2,034,581,029.44
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||132,020,850.00|70,578,560.00
收到其他与筹资活动有关的现金|七、78(5)||
筹资活动现金流入小计||132,020,850.00|2,105,159,589.44
偿还债务支付的现金||55,578,560.00|56,000,000.00
分配股利、利润或偿付利息支付的现金||86,270,137.41|3,056,096.64
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78(6)|15,573,550.80|40,122,677.38
筹资活动现金流出小计||157,422,248.21|99,178,774.02
筹资活动产生的现金流量净额||-25,401,398.21|2,005,980,815.42
四、汇率变动对现金及现金等价物的影响||-30,488,376.93|-20,901,798.11
五、现金及现金等价物净增加额||-2,034,658,895.53|2,120,186,012.36
加：期初现金及现金等价||2,184,441,611.29|64,255,598.93
page|127
物余额|||
六、期末现金及现金等价物余额||149,782,715.76|2,184,441,611.29
