page|67
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||306,119,247.37|301,678,018.66
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||17,458,709.25|11,491,013.79
收到其他与经营活动有关的现金|七.76（1）|7,843,161.70|5,106,314.48
经营活动现金流入小计||331,421,118.32|318,275,346.93
购买商品、接受劳务支付的现金||142,239,029.11|144,845,896.02
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||81,160,706.05|66,099,246.76
支付的各项税费||22,920,588.95|17,751,083.03
支付其他与经营活动有关的现金|七．76（2）|43,732,708.26|34,852,205.72
经营活动现金流出小计||290,053,032.37|263,548,431.53
经营活动产生的现金流量净额||41,368,085.95|54,726,915.40
二、投资活动产生的现金流量：|||
收回投资收到的现金||810,500,000.00|780,000,000.00
取得投资收益收到的现金||9,148,416.52|13,149,566.83
处置固定资产、无形资产和其他长期资产收回的现金净额||15,700.00|15,199.04
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||819,664,116.52|793,164,765.87
购建固定资产、无形资产和其他长期资产支付的现金||30,829,096.96|32,711,605.98
投资支付的现金||742,500,000.00|892,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净|||
page|68
额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||773,329,096.96|924,711,605.98
投资活动产生的现金流量净额||46,335,019.56|-131,546,840.11
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||90,552,000.00|43,450,941.61
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||90,552,000.00|43,450,941.61
筹资活动产生的现金流量净额||-90,552,000.00|-43,450,941.61
四、汇率变动对现金及现金等价物的影响||411,571.61|-1,095,325.18
五、现金及现金等价物净增加额||-2,437,322.88|-121,366,191.50
加：期初现金及现金等价物余额||48,893,618.43|170,259,809.93
六、期末现金及现金等价物余额|七．77（4）|46,456,295.55|48,893,618.43
