page|89
项目|附注|2021 年度|2020 年度
一、营业总收入||2,058,098,466.60|1,593,026,259.54
其中：营业收入|七、61|2,058,098,466.60|1,593,026,259.54
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,826,329,206.84|1,383,114,510.03
其中：营业成本|七、61|1,215,101,151.26|879,340,561.19
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|15,723,784.23|12,594,145.74
销售费用|七、63|389,883,315.03|321,601,434.50
page|90
管理费用|七、64|132,303,529.94|114,595,957.65
研发费用|七、65|100,787,460.18|80,584,412.64
财务费用|七、66|-27,470,033.80|-25,602,001.69
其中：利息费用||1,699,759.02|825,923.02
利息收入||30,163,860.61|28,111,352.32
加：其他收益||6,590,291.27|16,591,219.54
投资收益（损失以“－”号填列）|七、68|1,968,876.00|9,284,351.20
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、71|-173,019,466.59|-8,844,272.51
资产减值损失（损失以“-”号填列）|七、72|-18,139,930.99|-4,801,558.66
资产处置收益（损失以“－”号填列）|七、73|-428,483.78|279,673.12
三、营业利润（亏损以“－”号填列）||48,740,545.67|222,421,162.20
加：营业外收入|七、74|3,511,880.43|4,132,489.35
减：营业外支出|七、75|2,669,376.02|1,389,928.03
四、利润总额（亏损总额以“－”号填列）||49,583,050.08|225,163,723.52
减：所得税费用|七、76|12,535,290.61|31,709,442.44
五、净利润（净亏损以“－”号填列）||37,047,759.47|193,454,281.08
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||37,047,759.47|193,454,281.08
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||31,051,782.56|188,898,972.82
2.少数股东损益（净亏损以“-”号填列）||5,995,976.91|4,555,308.26
六、其他综合收益的税后净额||167,354.46|-8,535,077.46
（一）归属母公司所有者的其他综合收益的税后净额||167,354.46|-8,535,077.46
1．不能重分类进损益的其他综合收益||167,354.46|-8,535,077.46
page|91
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||167,354.46|-8,535,077.46
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||37,215,113.93|184,919,203.62
（一）归属于母公司所有者的综合收益总额||31,219,137.02|180,363,895.36
（二）归属于少数股东的综合收益总额||5,995,976.91|4,555,308.26
八、每股收益：|||
（一）基本每股收益(元/股)||0.07|0.48
（二）稀释每股收益(元/股)||0.07|0.48
