page|60
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|七、1|140,573,394.38|197,072,666.20
结算备付金|||
拆出资金|||
交易性金融资产|七、2|530,000,000.00|
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|||5,022,307.00
应收账款|七、5|198,747,342.07|267,731,545.19
应收款项融资|七、6|4,992,000.00|
预付款项|七、7|63,408,017.81|37,260,284.19
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|14,957,671.85|18,314,477.02
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|109,166,834.13|69,914,076.65
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、12|172,850.82|555,172,341.39
流动资产合计||1,062,018,111.06|1,150,487,697.64
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||1,000,000.00
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资||6,007,443.75|
其他非流动金融资产|七、18|90,017,797.55|
投资性房地产|七、19|7,427,617.93|3,824,530.13
固定资产|七、20|313,705,479.41|286,009,334.44
在建工程|七、21|55,732,509.28|28,984,111.10
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、25|52,770,622.06|43,429,506.01
开发支出|||
page|61
商誉|||
长期待摊费用|||
递延所得税资产|七、29|14,813,431.69|11,509,985.51
其他非流动资产|七、30|12,929,448.09|8,114,633.31
非流动资产合计||553,404,349.76|382,872,100.50
资产总计||1,615,422,460.82|1,533,359,798.14
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据|七、34|84,440,000.00|78,200,000.00
应付账款|七、35|252,032,620.75|247,319,856.20
预收款项|七、36|173,959,007.00|143,730,480.39
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、37|7,460,411.04|5,882,884.98
应交税费|七、38|16,598,531.30|15,833,484.93
其他应付款|七、39|10,441,053.48|4,734,114.44
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|||
流动负债合计||544,931,623.57|495,700,820.94
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|七、49|11,897,635.17|11,803,724.10
递延所得税负债|七、29|928,269.03|
其他非流动负债|||
非流动负债合计||12,825,904.20|11,803,724.10
负债合计||557,757,527.77|507,504,545.04
所有者权益（或股东权益）：|||
page|62
实收资本（或股本）|七、51|307,000,000.00|307,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、53|344,863,254.73|344,863,254.73
减：库存股|||
其他综合收益|七、55|-2,448,748.07|-6,733,045.33
专项储备|七、56|24,991,745.75|21,706,612.11
盈余公积|七、57|32,605,277.25|30,382,198.27
一般风险准备|||
未分配利润|七、58|350,653,403.39|328,636,233.32
归属于母公司所有者权益（或股东权益）合计||1,057,664,933.05|1,025,855,253.10
少数股东权益|||
所有者权益（或股东权益）合计||1,057,664,933.05|1,025,855,253.10
负债和所有者权益（或股东权益）总计||1,615,422,460.82|1,533,359,798.14
