page|85
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金||305,241,527.66|141,355,498.06
交易性金融资产||248,346,835.62|
衍生金融资产|||
应收票据||1,620,000.00|3,091,000.36
应收账款||141,997,582.84|123,913,359.06
应收款项融资|||
预付款项||6,095,131.05|9,724,533.00
其他应收款||1,450,110.76|1,639,774.73
其中：应收利息|||
应收股利|||
存货||121,820,451.63|90,025,728.77
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||5,317,167.62|4,522,382.34
流动资产合计||831,888,807.18|374,272,276.32
非流动资产：|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资||57,168,599.79|55,201,274.15
其他非流动金融资产|||
投资性房地产|||
固定资产||352,107,723.40|370,126,691.46
在建工程||17,116,109.28|9,043,600.20
生产性生物资产|||
油气资产|||
使用权资产||1,273,500.50|
无形资产||15,313,010.49|15,994,641.80
开发支出|||
商誉|||
长期待摊费用||1,775,579.85|726,966.24
递延所得税资产||2,573,368.17|2,372,966.32
其他非流动资产||3,294,687.83|8,259,574.26
page|86
非流动资产合计||450,622,579.31|461,725,714.43
资产总计||1,282,511,386.49|835,997,990.75
流动负债：|||
短期借款||1,000,000.00|68,500,000.00
交易性金融负债|||
衍生金融负债|||
应付票据||13,726,450.00|10,921,400.00
应付账款||32,324,326.80|41,443,823.13
预收款项|||
合同负债||6,889,593.43|3,107,137.72
应付职工薪酬||6,435,387.21|4,921,762.90
应交税费||4,023,415.57|3,559,637.77
其他应付款||6,074,804.07|3,225,292.18
其中：应付利息|||
应付股利|||
持有待售负债|||
一年内到期的非流动负债||739,726.02|
其他流动负债|||
流动负债合计||71,213,703.10|135,679,053.70
非流动负债：|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债||775,638.16|
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益||4,755,384.13|7,215,937.21
递延所得税负债||2,305,355.43|2,010,256.58
其他非流动负债|||
非流动负债合计||7,836,377.72|9,226,193.79
负债合计||79,050,080.82|144,905,247.49
所有者权益（或股东权益）：|||
实收资本（或股本）||126,800,000.00|95,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||630,519,276.87|256,102,116.81
减：库存股|||
其他综合收益||13,063,680.76|11,391,453.97
专项储备|||
page|87
盈余公积||44,696,046.48|34,248,128.92
未分配利润||388,382,301.56|294,351,043.56
所有者权益（或股东权益）合计||1,203,461,305.67|691,092,743.26
负债和所有者权益（或股东权益）总计||1,282,511,386.49|835,997,990.75
page|88
减：所得税费用||14,294,942.94|14,538,641.73
四、净利润（净亏损以“－”号填列）||104,479,175.56|95,552,192.26
（一）持续经营净利润（净亏损以“－”号填列）||104,479,175.56|95,552,192.26
（二）终止经营净利润（净亏损以“－”号填列）|||
五、其他综合收益的税后净额||1,672,226.79|-1,529,488.54
（一）不能重分类进损益的其他综合收益||1,672,226.79|-1,529,488.54
1.重新计量设定受益计划变动额|||
2.权益法下不能转损益的其他综合收益|||
3.其他权益工具投资公允价值变动|||
4.企业自身信用风险公允价值变动|||
（二）将重分类进损益的其他综合收益|||
1.权益法下可转损益的其他综合收益|||
2.其他债权投资公允价值变动|||
3.金融资产重分类计入其他综合收益的金额|||
4.其他债权投资信用减值准备|||
5.现金流量套期储备|||
6.外币财务报表折算差额|||
7.其他|||
六、综合收益总额||106,151,402.35|94,022,703.72
七、每股收益：|||
（一）基本每股收益(元/股)||0.90|1.01
（二）稀释每股收益(元/股)||0.90|1.01
page|89
经营活动现金流出小计||592,756,223.79|396,593,598.77
经营活动产生的现金流量净额||96,195,458.43|121,820,415.95
二、投资活动产生的现金流量：|||
收回投资收到的现金||100,000,000.00|
取得投资收益收到的现金||3,339,824.95|2,640,891.68
处置固定资产、无形资产和其他长期资产收回的现金净额||19,000.00|52,000.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||43,511,846.00
投资活动现金流入小计||103,358,824.95|46,204,737.68
购建固定资产、无形资产和其他长期资产支付的现金||55,816,650.60|58,657,576.89
投资支付的现金||345,000,000.00|
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||231,500.00|25,794,960.07
投资活动现金流出小计||401,048,150.60|84,452,536.96
投资活动产生的现金流量净额||-297,689,325.65|-38,247,799.28
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||426,332,000.00|
取得借款收到的现金||9,500,000.00|50,500,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||435,832,000.00|50,500,000.00
偿还债务支付的现金||59,000,000.00|53,900,000.00
分配股利、利润或偿付利息支付的现金||1,337,165.90|4,212,049.81
支付其他与筹资活动有关的现金||13,138,587.41|1,390,000.00
筹资活动现金流出小计||73,475,753.31|59,502,049.81
筹资活动产生的现金流量净额||362,356,246.69|-9,002,049.81
四、汇率变动对现金及现金等价物的影响||-13,345.07|-18,805.31
五、现金及现金等价物净增加额||160,849,034.40|74,551,761.55
加：期初现金及现金等价物余额||130,192,390.29|55,640,628.74
六、期末现金及现金等价物余额||291,041,424.69|130,192,390.29
