page|88
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|1,914,494,956.33|1,471,605,440.56
结算备付金||
拆出资金||
交易性金融资产||
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据||14,638,878.17
应收账款|1,348,227,338.30|1,225,385,977.97
应收款项融资|26,091,787.00|
预付款项|2,782,793.29|6,681,341.30
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|1,811,965.11|3,561,617.71
其中：应收利息||1,261,877.62
应收股利||
买入返售金融资产||
存货|535,987,048.52|550,032,217.09
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|20,505,785.61|15,798,425.96
流动资产合计|3,849,901,674.16|3,287,703,898.76
非流动资产：||
发放贷款和垫款||
债权投资||
page|89
可供出售金融资产||125,000,000.00
其他债权投资||
持有至到期投资||
长期应收款||
长期股权投资|11,946,888.19|10,832,513.33
其他权益工具投资|125,000,000.00|
其他非流动金融资产||
投资性房地产||
固定资产|1,148,196,678.21|1,201,489,809.75
在建工程|21,159,880.51|49,338,183.94
生产性生物资产||
油气资产||
使用权资产||
无形资产|95,472,995.33|98,369,385.41
开发支出||
商誉||
长期待摊费用|1,143,547.98|1,566,009.90
递延所得税资产|52,658,195.98|44,823,806.20
其他非流动资产|20,702,038.60|25,911,568.92
非流动资产合计|1,476,280,224.80|1,557,331,277.45
资产总计|5,326,181,898.96|4,845,035,176.21
流动负债：||
短期借款||
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据|43,511,492.29|53,432,129.47
应付账款|840,512,968.25|613,705,057.27
预收款项|10,025,931.06|10,554,922.67
合同负债||
卖出回购金融资产款||
page|90
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|111,321,319.89|85,510,581.89
应交税费|76,683,358.45|34,421,042.21
其他应付款|12,314,616.04|14,450,125.90
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||
其他流动负债||
流动负债合计|1,094,369,685.98|812,073,859.41
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|174,522,247.85|189,253,137.94
递延所得税负债||
其他非流动负债||
非流动负债合计|174,522,247.85|189,253,137.94
负债合计|1,268,891,933.83|1,001,326,997.35
所有者权益：||
股本|705,816,160.00|705,816,160.00
其他权益工具||
其中：优先股||
永续债||
page|91
资本公积|2,037,997,973.73|2,037,997,973.73
减：库存股||
其他综合收益|1,237,768.82|177,280.35
专项储备||
盈余公积|304,091,623.36|295,005,203.99
一般风险准备||
未分配利润|1,005,145,792.67|802,957,837.09
归属于母公司所有者权益合计|4,054,289,318.58|3,841,954,455.16
少数股东权益|3,000,646.55|1,753,723.70
所有者权益合计|4,057,289,965.13|3,843,708,178.86
负债和所有者权益总计|5,326,181,898.96|4,845,035,176.21
