page|79
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||54,302,176,686.68|48,583,329,334.06
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||447,739,648.19|556,180,507.71
收到其他与经营活动有关的现金||481,737,575.98|389,224,690.91
page|80
经营活动现金流入小计||55,231,653,910.85|49,528,734,532.68
购买商品、接受劳务支付的现金||45,590,332,977.13|44,055,087,710.44
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,569,981,834.88|1,419,993,225.75
支付的各项税费||1,550,743,357.85|1,026,261,579.34
支付其他与经营活动有关的现金||1,404,594,329.00|601,343,453.25
经营活动现金流出小计||50,115,652,498.86|47,102,685,968.78
经营活动产生的现金流量净额||5,116,001,411.99|2,426,048,563.90
二、投资活动产生的现金流量：|||
收回投资收到的现金|||6,778,050.00
取得投资收益收到的现金||35,259,741.21|14,675,181.41
处置固定资产、无形资产和其他长期资产收回的现金净额||36,073,365.40|15,073,043.46
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||16,871,137,745.79|8,664,773,378.04
投资活动现金流入小计||16,942,470,852.40|8,701,299,652.91
购建固定资产、无形资产和其他长期资产支付的现金||3,016,009,403.34|2,913,531,038.48
投资支付的现金||1,449,270,000.00|1,398,466,923.09
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||16,141,000,000.00|12,104,000,000.00
投资活动现金流出小计||20,606,279,403.34|16,415,997,961.57
投资活动产生的现金流量净额||-3,663,808,550.94|-7,714,698,308.66
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||15,210,428,411.75|17,908,184,559.31
收到其他与筹资活动有关的现金||302,832,698.20|189,649,898.60
筹资活动现金流入小计||15,513,261,109.95|18,097,834,457.91
偿还债务支付的现金||13,968,034,623.03|12,603,944,361.37
分配股利、利润或偿付利息支付的现金||676,540,163.12|668,384,710.27
其中：子公司支付给少数股东的股利、利润||1,465,500.00|2,442,500.00
支付其他与筹资活动有关的现金||299,351,534.85|2,170,000.00
筹资活动现金流出小计||14,943,926,321.00|13,274,499,071.64
筹资活动产生的现金流量净额||569,334,788.95|4,823,335,386.27
四、汇率变动对现金及现金等价物的影响||-9,665,881.16|-20,774,533.47
五、现金及现金等价物净增加额||2,011,861,768.84|-486,088,891.96
page|81
加：期初现金及现金等价物余额||2,566,384,738.79|3,052,473,630.75
六、期末现金及现金等价物余额||4,578,246,507.63|2,566,384,738.79
