page|71
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,458,732,262.92|3,404,808,347.83
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||42,002,860.81|29,904,788.97
收到其他与经营活动有关的现金||102,257,612.20|65,445,766.21
经营活动现金流入小计||2,602,992,735.93|3,500,158,903.01
购买商品、接受劳务支付的现金||1,550,231,938.32|2,485,583,765.64
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||544,845,827.01|550,038,221.78
支付的各项税费||123,435,156.13|165,322,427.40
支付其他与经营活动有关的现金||275,173,155.33|263,579,727.90
经营活动现金流出小计||2,493,686,076.79|3,464,524,142.72
经营活动产生的现金流量净额||109,306,659.14|35,634,760.29
二、投资活动产生的现金流量：|||
收回投资收到的现金||31,918.82|82,000,000.00
取得投资收益收到的现金||28,967,867.19|30,836,103.66
处置固定资产、无形资产和其他长期资产收回的现金净额||2,151,649.54|632,167.49
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||76,298.36|4,340,565.45
投资活动现金流入小计||31,227,733.91|117,808,836.60
购建固定资产、无形资产和其他长期资产支付的现金||16,372,952.13|14,798,453.50
投资支付的现金||19,000,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||214,056.11
投资活动现金流出小计||35,372,952.13|15,012,509.61
投资活动产生的现金流量净额||-4,145,218.22|102,796,326.99
page|72
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||103,350,000.00|194,440,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||103,350,000.00|194,440,000.00
偿还债务支付的现金||154,709,100.00|269,028,250.00
分配股利、利润或偿付利息支付的现金||15,634,556.54|22,049,289.57
其中：子公司支付给少数股东的股利、利润||3,413,362.16|3,741,189.48
支付其他与筹资活动有关的现金||4,133,390.80|25,812,154.21
筹资活动现金流出小计||174,477,047.34|316,889,693.78
筹资活动产生的现金流量净额||-71,127,047.34|-122,449,693.78
四、汇率变动对现金及现金等价物的影响||-957,361.90|34,945.51
五、现金及现金等价物净增加额||33,077,031.68|16,016,339.01
加：期初现金及现金等价物余额||576,875,688.53|560,859,349.52
六、期末现金及现金等价物余额||609,952,720.21|576,875,688.53
