page|104
项目|2019 年度|2018 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|1,726,999,559.21|2,029,178,587.42
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还||
收到其他与经营活动有关的现金|43,786,652.19|61,519,492.22
经营活动现金流入小计|1,770,786,211.40|2,090,698,079.64
购买商品、接受劳务支付的现金|1,396,082,969.26|1,383,731,281.79
客户贷款及垫款净增加额||
存放中央银行和同业款项净增加额||
page|105
支付原保险合同赔付款项的现金||
拆出资金净增加额||
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现金|218,601,720.27|213,395,951.86
支付的各项税费|84,213,596.34|82,202,301.79
支付其他与经营活动有关的现金|28,822,341.62|26,257,793.96
经营活动现金流出小计|1,727,720,627.49|1,705,587,329.40
经营活动产生的现金流量净额|43,065,583.91|385,110,750.24
二、投资活动产生的现金流量：||
收回投资收到的现金||
取得投资收益收到的现金|1,861,857.38|154,125.84
处置固定资产、无形资产和其他长期资产收回的现金净额|34,000.00|
处置子公司及其他营业单位收到的现金净额||
收到其他与投资活动有关的现金||
投资活动现金流入小计|1,895,857.38|154,125.84
购建固定资产、无形资产和其他长期资产支付的现金|46,800,296.17|21,761,794.74
投资支付的现金|500,000.00|
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额|4,761,686.76|
支付其他与投资活动有关的现金||
投资活动现金流出小计|52,061,982.93|21,761,794.74
投资活动产生的现金流量净额|-50,166,125.55|-21,607,668.90
三、筹资活动产生的现金流量：||
吸收投资收到的现金||-553,437.50
其中：子公司吸收少数股东投资收到的现金||
page|106
取得借款收到的现金|406,085,685.04|301,950,000.00
收到其他与筹资活动有关的现金|31,736,626.18|9,041,138.20
筹资活动现金流入小计|437,822,311.22|310,437,700.70
偿还债务支付的现金|336,085,685.04|1,950,000.00
分配股利、利润或偿付利息支付的现金|195,478,180.48|156,391,007.54
其中：子公司支付给少数股东的股利、利润||
支付其他与筹资活动有关的现金|3,353,096.86|22,445,631.49
筹资活动现金流出小计|534,916,962.38|180,786,639.03
筹资活动产生的现金流量净额|-97,094,651.16|129,651,061.67
四、汇率变动对现金及现金等价物的影响|563,738.38|383,627.48
五、现金及现金等价物净增加额|-103,631,454.42|493,537,770.49
加：期初现金及现金等价物余额|1,376,418,101.60|882,880,331.11
六、期末现金及现金等价物余额|1,272,786,647.18|1,376,418,101.60
