page|55
项目|附注|2019 年度|2018 年度
一、营业总收入|五、30|1,857,804,073.80|2,129,457,581.44
其中：营业收入||1,857,804,073.80|2,129,457,581.44
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,836,818,514.59|2,126,557,560.89
其中：营业成本|五、30|1,506,839,015.97|1,771,791,311.79
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|五、31|20,642,622.87|23,069,059.42
销售费用|五、32|102,714,039.36|117,036,749.35
管理费用|五、33|188,735,071.17|194,052,574.76
研发费用|||
财务费用|五、34|17,887,765.22|20,607,865.57
其中：利息费用||14,049,407.53|14,853,402.43
利息收入||1,997,472.74|1,849,917.35
加：其他收益|五、37|316,537.82|329,259.15
page|56
投资收益（损失以“－”号填列）|五、38|486,762.70|179,604.10
其中：对联营企业和合营企业的投资收益||486,762.70|179,604.10
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|五、35|-4,330,051.44|
资产减值损失（损失以“-”号填列）|五、36|-420,136.84|-42,909,290.09
资产处置收益（损失以“－”号填列）|五、39|-126,854.65|62,952.97
三、营业利润（亏损以“－”号填列）||16,911,816.80|-39,437,453.32
加：营业外收入|五、40|1,200,222.29|840,118.94
减：营业外支出|五、41|8,049,661.27|7,506,982.04
四、利润总额（亏损总额以“－”号填列）||10,062,377.82|-46,104,316.42
减：所得税费用|五、42|5,311,920.73|-1,239,429.88
五、净利润（净亏损以“－”号填列）||4,750,457.09|-44,864,886.54
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||4,750,457.09|-44,864,886.54
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||4,750,457.09|-44,864,886.54
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合|||
page|57
收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||4,750,457.09|-44,864,886.54
（一）归属于母公司所有者的综合收益总额||4,750,457.09|-44,864,886.54
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.01|-0.08
（二）稀释每股收益(元/股)||0.01|-0.08
