page|109
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|七、1|4,265,437,976.64|3,067,338,382.07
结算备付金|||
拆出资金|||
交易性金融资产|七、2|1,821,553,153.54|
以公允价值计量且其变动计入当期损益的金融资产|||172,096,879.41
衍生金融资产|||
应收票据|||5,595,253,891.07
应收账款|七、5|970,120,612.03|732,520,600.16
应收款项融资|七、6|4,302,671,733.70|
预付款项|七、7|284,661,396.82|352,939,557.64
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|71,876,458.04|72,903,808.94
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|5,881,590,788.26|4,796,383,014.37
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、12|487,483,028.32|1,467,638,556.79
流动资产合计||18,085,395,147.35|16,257,074,690.45
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||445,331,691.00
其他债权投资|||
持有至到期投资|||
长期应收款|七、15|10,509,162.00|2,340,322.00
长期股权投资|七、16|2,056,992,324.94|2,018,528,623.44
其他权益工具投资|七、17|394,767,250.00|
其他非流动金融资产|七、18|174,386,101.48|
投资性房地产|||
固定资产|七、20|19,017,263,840.43|19,874,669,840.55
在建工程|七、21|2,356,990,285.41|1,204,818,693.84
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、25|871,642,727.78|845,524,418.61
开发支出|||
page|110
商誉|七、27|9,945,193.65|8,949,235.50
长期待摊费用||4,355,477.13|2,670,464.94
递延所得税资产|七、29|541,070,678.08|534,677,971.80
其他非流动资产|七、30|97,195,312.50|
非流动资产合计||25,535,118,353.40|24,937,511,261.68
资产总计||43,620,513,500.75|41,194,585,952.13
流动负债：|||
短期借款|七、31|3,436,057,270.37|4,897,255,186.15
向中央银行借款|||
拆入资金|||
交易性金融负债|七、32|3,467,845.16|
以公允价值计量且其变动计入当期损益的金融负债|||21,656,100.00
衍生金融负债|七、33|9,871,022.99|
应付票据|七、34|6,189,414,608.34|6,080,116,586.33
应付账款|七、35|3,812,452,688.94|4,067,006,262.30
预收款项|七、36|3,580,255,819.98|2,357,118,134.61
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、37|744,130,781.37|749,386,274.69
应交税费|七、38|393,448,786.88|819,940,102.45
其他应付款|七、39|300,520,089.03|329,498,651.58
其中：应付利息|||50,350,882.23
应付股利||5,259,223.81|248,081.28
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、41|101,000,000.00|861,900,000.00
其他流动负债|七、42|762,156,881.53|830,153,516.91
流动负债合计||19,332,775,794.59|21,014,030,815.02
非流动负债：|||
保险合同准备金|||
长期借款|七、43|845,200,820.84|76,000,000.00
应付债券|七、44|1,026,522,045.55|
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|七、46|822,100.00|1,349,000.00
长期应付职工薪酬|||
预计负债|七、48|54,759,171.46|71,574,795.04
递延收益|七、49|380,452,558.28|205,787,508.83
递延所得税负债|七、29|48,964,655.12|15,826,626.48
其他非流动负债|||
非流动负债合计||2,356,721,351.25|370,537,930.35
负债合计||21,689,497,145.84|21,384,568,745.37
所有者权益（或股东权益）：|||
page|111
实收资本（或股本）|七、51|4,429,468,457.00|4,422,316,657.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、53|1,874,569,484.14|1,848,580,202.50
减：库存股|七、54|33,759,174.00|
其他综合收益|七、55|58,930,670.73|16,840,501.20
专项储备|七、56|8,303,114.73|8,573,307.50
盈余公积|七、57|1,165,305,811.90|1,026,865,844.49
一般风险准备|||
未分配利润|七、58|9,273,971,044.07|8,055,774,551.02
归属于母公司所有者权益（或股东权益）合计||16,776,789,408.57|15,378,951,063.71
少数股东权益||5,154,226,946.34|4,431,066,143.05
所有者权益（或股东权益）合计||21,931,016,354.91|19,810,017,206.76
负债和所有者权益（或股东权益）总计||43,620,513,500.75|41,194,585,952.13
