page|70
项目|附注|2021 年度|2020 年度
一、营业总收入||3,450,935,749.33|2,696,095,416.32
其中：营业收入|七、61|3,450,935,749.33|2,696,095,416.32
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||2,851,667,020.11|2,179,638,201.60
其中：营业成本|七、61|1,808,563,135.42|1,398,734,120.59
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|9,420,390.97|4,877,926.67
销售费用|七、63|68,084,658.96|57,593,205.99
管理费用|七、64|182,592,593.91|128,180,220.42
研发费用|七、65|775,435,751.76|577,940,155.40
财务费用|七、66|7,570,489.09|12,312,572.53
其中：利息费用||10,669,793.63|14,903,746.13
利息收入||3,401,301.10|2,956,374.95
加：其他收益|七、67|40,200,706.11|23,633,143.75
投资收益（损失以“－”号填列）|七、68|35,587,999.07|14,019,451.03
其中：对联营企业和合营企业的投资收益||13,190,480.48|8,115,068.96
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
page|71
公允价值变动收益（损失以“－”号填列）|七、70|1,300,095.13|127,555.56
|信用减值损失（损失以“-”号填列）  七、71|-9,198,066.27|-1,820,770.51
|资产减值损失（损失以“-”号填列）  七、72|-10,026,900.69|-2,088,478.52
资产处置收益（损失以“－”号填列）|七、73|6,549,790.08|175,000.68
三、营业利润（亏损以“－”号填列）||663,682,352.65|550,503,116.71
加：营业外收入|七、74|157,174.37|69,466.45
减：营业外支出|七、75|30,080.59|64,610.07
四、利润总额（亏损总额以“－”号填列）||663,809,446.43|550,507,973.09
减：所得税费用|七、76|-24,488,822.01|27,424,070.33
五、净利润（净亏损以“－”号填列）||688,298,268.44|523,083,902.76
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||688,298,268.44|523,083,902.76
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||688,298,268.44|523,083,902.76
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||688,298,268.44|523,083,902.76
（一）归属于母公司所有者的综合收益总额||688,298,268.44|523,083,902.76
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.89|0.68
（二）稀释每股收益(元/股)||0.89|0.68
