page|66
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|（七）1|2,258,085,188.73|1,175,519,564.48
结算备付金|||
拆出资金|||
交易性金融资产|（七）2|250,000,000.00|
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|（七）4|927,345,385.97|1,653,877,666.61
应收账款|（七）5|1,872,640,489.98|2,504,857,090.10
应收款项融资|（七）6|1,577,035,328.80|1,097,833,562.42
预付款项|（七）7|311,516,562.83|140,412,234.52
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|（七）8|124,771,577.54|193,893,185.29
其中：应收利息|||
应收股利||18,765,538.46|18,191,238.15
买入返售金融资产|||
存货|（七）9|1,834,116,027.28|1,763,272,892.98
合同资产|（七）10|150,743,176.24|103,323,832.96
持有待售资产|||
一年内到期的非流动资产|（七）12|55,057,136.61|107,109,413.74
其他流动资产|（七）13|202,579,460.33|120,764,741.79
流动资产合计||9,563,890,334.31|8,860,864,184.89
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||
其他债权投资|||
持有至到期投资|||
长期应收款|（七）16|76,372,800.02|448,349,476.05
长期股权投资|（七）17|387,556,326.34|117,349,690.44
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|（七）20|22,517,720.64|53,549,362.68
page|67
固定资产|（七）21|2,831,608,231.27|2,754,296,713.28
在建工程|（七）22|461,783,821.59|624,566,765.63
生产性生物资产|||
油气资产|||
使用权资产|（七）25|555,182,134.32|
无形资产|（七）26|404,146,061.16|588,969,388.71
开发支出|（七）27|9,609,840.66|15,500,245.00
商誉|（七）28|2,745,668.90|193,383,346.88
长期待摊费用|（七）29|42,657,552.85|37,799,000.58
递延所得税资产|（七）30|154,548,720.14|111,796,404.82
其他非流动资产|（七）31|511,990,377.87|470,640,546.74
非流动资产合计||5,460,719,255.76|5,416,200,940.81
资产总计||15,024,609,590.07|14,277,065,125.70
流动负债：|||
短期借款|（七）32|756,821,135.17|1,232,778,400.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据|（七）35|1,937,116,239.50|1,577,436,345.04
应付账款|（七）36|2,402,991,916.94|2,537,823,549.84
预收款项|||
合同负债|（七）38|194,743,784.97|170,384,324.36
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|（七）39|169,158,982.43|112,882,003.30
应交税费|（七）40|132,288,868.79|135,455,638.15
其他应付款|（七）41|1,098,131,664.24|1,048,810,325.86
其中：应付利息||11,071,424.01|3,185,324.56
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|（七）43|272,764,556.06|1,204,814,409.92
其他流动负债|（七）44|513,292,105.14|7,538,015.24
流动负债合计||7,477,309,253.24|8,027,923,011.71
非流动负债：|||
保险合同准备金|||
page|68
长期借款|（七）45|979,563,436.15|
应付债券|||
其中：优先股|||
永续债|||
租赁负债|（七）47|470,418,329.39|
长期应付款|（七）48|25,000,000.00|76,034,085.60
长期应付职工薪酬|（七）49|1,153,640,360.90|976,064,724.09
预计负债|（七）50|222,803,652.07|200,343,316.59
递延收益|（七）51|106,286,084.23|124,084,675.70
递延所得税负债|（七）30|17,287,069.27|39,916,570.40
其他非流动负债|（七）52|27,609,356.60|41,297,620.42
非流动负债合计||3,002,608,288.61|1,457,740,992.80
负债合计||10,479,917,541.85|9,485,664,004.51
所有者权益（或股东权益）：|||
实收资本（或股本）|（七）53|802,798,152.00|802,798,152.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|（七）55|3,057,165,442.32|3,056,800,154.68
减：库存股|||
其他综合收益|（七）57|-385,262,413.34|-149,129,171.02
专项储备|||
盈余公积|（七）59|157,882,243.91|157,882,243.91
一般风险准备|||
未分配利润|（七）60|854,277,073.03|832,506,303.37
归属于母公司所有者权益（或股东权益）合计||4,486,860,497.92|4,700,857,682.94
少数股东权益||57,831,550.30|90,543,438.25
所有者权益（或股东权益）合计||4,544,692,048.22|4,791,401,121.19
负债和所有者权益（或股东权益）总计||15,024,609,590.07|14,277,065,125.70
