page|126
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||755,944,415.56|968,423,280.23
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||5,459,847.78|7,170,663.74
|收到其他与经营活动有关的现金  附注七（78)|60,242,424.92|30,509,615.78
经营活动现金流入小计||821,646,688.26|1,006,103,559.75
购买商品、接受劳务支付的现金||456,885,783.64|560,721,265.28
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||224,141,711.57|239,424,158.26
支付的各项税费||67,594,009.69|88,575,786.77
|支付其他与经营活动有关的现金  附注七（78)|43,385,541.74|62,860,953.05
经营活动现金流出小计||792,007,046.64|951,582,163.36
page|127
经营活动产生的现金流量净额||29,639,641.62|54,521,396.39
二、投资活动产生的现金流量：|||
收回投资收到的现金||57,667,140.00|0.00
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||199,413.88|1,494,619.37
处置子公司及其他营业单位收到的现金净额|||
|收到其他与投资活动有关的现金  附注七（78)|2,001,937.53|3,077,835.09
投资活动现金流入小计||59,868,491.41|4,572,454.46
购建固定资产、无形资产和其他长期资产支付的现金||61,832,856.69|51,816,533.49
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
|支付其他与投资活动有关的现金  附注七（78)|770,373.20|
投资活动现金流出小计||62,603,229.89|51,816,533.49
投资活动产生的现金流量净额||-2,734,738.48|-47,244,079.03
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||90,000,000.00|204,700,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||90,000,000.00|204,700,000.00
偿还债务支付的现金||134,700,000.00|169,700,000.00
分配股利、利润或偿付利息支付的现金||22,193,391.34|26,734,110.96
其中：子公司支付给少数股东的股利、利润||5,145,915.86|6,710,638.67
page|128
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||156,893,391.34|196,434,110.96
筹资活动产生的现金流量净额||-66,893,391.34|8,265,889.04
四、汇率变动对现金及现金等价物的影响||-2,178,507.35|630,925.46
五、现金及现金等价物净增加额||-42,166,995.55|16,174,131.86
加：期初现金及现金等价物余额||340,359,799.18|324,185,667.32
六、期末现金及现金等价物余额||298,192,803.63|340,359,799.18
