page|113
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|附注七（1)|298,963,176.83|340,359,799.18
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|附注七（4)|1,085,280.00|29,358,146.36
应收账款|附注七（5)|196,981,963.08|183,078,446.29
应收款项融资|附注七（6)|225,643,398.79|77,343,874.47
预付款项|附注七（7)|52,051,120.45|85,472,532.29
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|附注七（8)|19,615,017.12|36,617,964.55
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|附注七（9)|320,033,998.25|375,436,681.07
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|附注七（13)|14,133,714.12|12,940,981.15
流动资产合计||1,128,507,668.64|1,140,608,425.36
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
page|114
长期股权投资|附注七（17)|0.00|17,934,482.08
其他权益工具投资|附注七（18)|0.00|3,950,000.00
其他非流动金融资产|||
投资性房地产|附注七（20)|8,100,300.00|7,258,917.37
固定资产|附注七（21)|603,517,897.35|508,754,006.92
在建工程|附注七（22)|190,062,241.23|218,369,924.10
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|附注七（26)|51,026,112.54|54,060,649.83
开发支出|||
商誉|||
长期待摊费用|附注七（29)|14,959,056.58|17,272,327.64
递延所得税资产|附注七（30)|20,588,803.36|29,960,333.41
其他非流动资产|附注七（31)|12,603,152.51|54,255,249.98
非流动资产合计||900,857,563.57|911,815,891.33
资产总计||2,029,365,232.21|2,052,424,316.69
流动负债：|||
短期借款|附注七（32)|40,000,000.00|129,700,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|||
应付账款|附注七（36)|261,558,443.39|281,952,183.68
预收款项|附注七（37)||17,881,363.25
合同负债|附注七（38)|22,770,902.72|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|附注七（39)|62,883,436.18|52,806,918.59
page|115
应交税费|附注七（40)|10,203,967.74|11,963,122.53
其他应付款|附注七（41)|58,003,046.60|62,513,157.99
其中：应付利息|||
应付股利|附注七（41)|4,364,891.69|3,078,412.72
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|附注七（43)|20,000,000.00|5,000,000.00
其他流动负债|附注七（44)|12,954,052.39|10,741,780.09
流动负债合计||488,373,849.02|572,558,526.13
非流动负债：|||
保险合同准备金|||
长期借款|附注七（45)|80,000,000.00|50,000,000.00
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|附注七（50)|5,026,608.70|4,224,124.70
递延收益|附注七（51)|5,578,512.97|4,225,000.00
递延所得税负债|附注七（30)|1,054,060.08|1,228,510.43
其他非流动负债|附注七（52)|4,447,885.94|4,447,885.94
非流动负债合计||96,107,067.69|64,125,521.07
负债合计||584,480,916.71|636,684,047.20
所有者权益（或股东权益）：|||
实收资本（或股本）|附注七（53)|295,477,950.00|298,045,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|附注七（55)|308,124,756.24|321,476,515.38
减：库存股|附注七（56)|22,245,340.00|35,594,000.00
page|116
其他综合收益|附注七（57)|-3,950,000.00|0.00
专项储备|附注七（58)|1,462,359.80|3,364,872.86
盈余公积|附注七（59)|228,248,732.72|217,026,851.76
一般风险准备|||
未分配利润|附注七（60)|572,843,318.02|536,541,443.06
归属于母公司所有者权益（或股东权益）合计||1,379,961,776.78|1,340,860,683.06
少数股东权益||64,922,538.72|74,879,586.43
所有者权益（或股东权益）合计||1,444,884,315.50|1,415,740,269.49
负债和所有者权益（或股东权益）总计||2,029,365,232.21|2,052,424,316.69
