page|98
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,709,081,758.41|1,236,596,349.29
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||106,276,789.72|58,277,346.03
收到其他与经营活动有关的现金||133,086,991.24|107,248,209.14
经营活动现金流入小计||1,948,445,539.37|1,402,121,904.46
购买商品、接受劳务支付的现金||797,327,223.35|530,479,785.36
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||310,674,541.04|286,999,556.23
page|99
支付的各项税费||106,212,041.63|99,571,251.44
支付其他与经营活动有关的现金||180,069,761.73|220,288,811.24
经营活动现金流出小计||1,394,283,567.75|1,137,339,404.27
经营活动产生的现金流量净额||554,161,971.62|264,782,500.19
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,100,000.00|
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||7,294,133.32|2,764,861.01
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||101,092,553.03|91,119,268.55
投资活动现金流入小计||109,486,686.35|93,884,129.56
购建固定资产、无形资产和其他长期资产支付的现金||320,451,893.81|230,661,122.37
投资支付的现金||22,023,048.00|23,410,465.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||64,901,803.19|
支付其他与投资活动有关的现金||363,828,772.54|120,000,000.00
投资活动现金流出小计||771,205,517.54|374,071,587.37
投资活动产生的现金流量净额||-661,718,831.19|-280,187,457.81
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||1,713,767,000.00|816,970,080.00
收到其他与筹资活动有关的现金|||26,136,800.00
筹资活动现金流入小计||1,713,767,000.00|843,106,880.00
偿还债务支付的现金||1,432,054,195.60|811,106,880.00
分配股利、利润或偿付利息支付的现金||169,955,437.36|93,549,416.80
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||534,240.00|1,971,045.78
筹资活动现金流出小计||1,602,543,872.96|906,627,342.58
筹资活动产生的现金流量净额||111,223,127.04|-63,520,462.58
四、汇率变动对现金及现金等价物的影响||-3,862,886.15|14,027,708.08
五、现金及现金等价物净增加额||-196,618.68|-64,897,712.12
加：期初现金及现金等价物余额||232,777,150.74|297,674,862.86
六、期末现金及现金等价物余额||232,580,532.06|232,777,150.74
