page|129
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|注释 1|149,575,372.83|162,290,520.20
结算备付金|||
拆出资金|||
交易性金融资产|注释 2|1,700,000.00|63,290,000.00
衍生金融资产|||
应收票据|注释 4|16,720,788.32|3,624,696.00
page|130
应收账款|注释 5|501,517,655.54|388,102,475.37
应收款项融资|注释 6|13,820,132.92|10,540,598.28
预付款项|注释 7|59,836,517.16|48,054,647.20
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|注释 8|14,559,630.11|13,914,471.12
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|注释 9|57,190,675.09|34,871,710.41
合同资产|注释 10|18,116,860.06|26,959,664.59
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|注释 13|5,149,307.21|490,480.26
流动资产合计||838,186,939.24|752,139,263.43
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|注释 17|29,498,308.04|27,700,944.64
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产|注释 21|63,043,473.81|68,269,588.54
在建工程|注释 22|158,093,771.23|78,807,410.07
生产性生物资产|||
油气资产|||
使用权资产|注释 25|185,344.38|
无形资产|注释 26|12,773,940.74|13,252,464.57
开发支出|||
商誉|||
长期待摊费用|注释 29|30,275.26|81,107.82
递延所得税资产|注释 30|12,702,159.97|8,080,207.39
其他非流动资产|注释 31|48,827,229.03|43,251,216.04
非流动资产合计||325,154,502.46|239,442,939.07
资产总计||1,163,341,441.70|991,582,202.50
流动负债：|||
短期借款|注释 32|127,651,249.98|68,079,513.18
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|注释 35|41,073,184.53|40,440,109.20
应付账款|注释 36|122,867,013.41|115,114,151.54
预收款项|||
合同负债|注释 38||17,699.12
page|131
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|注释 39|8,310,965.32|7,122,368.51
应交税费|注释 40|8,640,422.14|9,835,457.17
其他应付款|注释 41|7,505,610.21|3,016,314.45
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|注释 43|751,996.93|10,705,314.63
其他流动负债|注释 44|6,500,812.70|2,300.88
流动负债合计||323,301,255.22|254,333,228.68
非流动负债：|||
保险合同准备金|||
长期借款|注释 45|41,322,800.00|
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|注释 50|5,398,899.67|5,214,111.31
递延收益|||
递延所得税负债|||
其他非流动负债|||
非流动负债合计||46,721,699.67|5,214,111.31
负债合计||370,022,954.89|259,547,339.99
所有者权益（或股东权益）：|||
实收资本（或股本）|注释 53|107,293,500.00|107,293,500.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|注释 55|451,444,508.36|445,571,208.36
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积|注释 59|29,423,642.74|23,616,690.95
一般风险准备|||
未分配利润|注释 60|205,156,835.71|154,637,604.74
归属于母公司所有者权益（或股东权益）合计||793,318,486.81|731,119,004.05
少数股东权益||0.00|915,858.46
所有者权益（或股东权益）合计||793,318,486.81|732,034,862.51
page|132
负债和所有者权益（或股东权益）总计||1,163,341,441.70|991,582,202.50
