page|76
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||5,579,313,851.69|4,867,032,771.20
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||4,136,010.48|8,831,819.26
收到其他与经营活动有关的现金||38,418,054.41|42,151,536.79
经营活动现金流入小计||5,621,867,916.58|4,918,016,127.25
购买商品、接受劳务支付的现金||2,607,368,494.47|2,009,027,408.49
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,355,314,788.13|1,122,466,486.95
支付的各项税费||250,676,579.52|223,725,591.08
支付其他与经营活动有关的现金||967,368,412.11|944,043,600.19
经营活动现金流出小计||5,180,728,274.23|4,299,263,086.71
page|77
经营活动产生的现金流量净额||441,139,642.35|618,753,040.54
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||238,581.03|
处置固定资产、无形资产和其他长期资产收回的现金净额||289,513.54|3,455,257.45
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||53,951,452.96|296,334.68
投资活动现金流入小计||54,479,547.53|3,751,592.13
购建固定资产、无形资产和其他长期资产支付的现金||146,299,593.14|109,931,077.54
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||36,511,600.00|27,630,152.41
投资活动现金流出小计||182,811,193.14|137,561,229.95
投资活动产生的现金流量净额||-128,331,645.61|-133,809,637.82
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||1,140,000.00|671,892,615.20
其中：子公司吸收少数股东投资收到的现金||1,140,000.00|20,000,000.00
取得借款收到的现金||1,441,391,136.26|349,000,000.00
收到其他与筹资活动有关的现金||108,681,486.72|
筹资活动现金流入小计||1,551,212,622.98|1,020,892,615.20
偿还债务支付的现金||1,023,518,338.23|1,096,894,796.43
分配股利、利润或偿付利息支付的现金||233,377,568.26|274,000,110.48
其中：子公司支付给少数股东的股利、利润||22,017,647.49|16,163,776.10
支付其他与筹资活动有关的现金||660,364,357.17|146,012,014.51
筹资活动现金流出小计||1,917,260,263.66|1,516,906,921.42
筹资活动产生的现金流量净额||-366,047,640.68|-496,014,306.22
四、汇率变动对现金及现金等价物的影响||-20,258,218.89|-25,444,347.00
五、现金及现金等价物净增加额||-73,497,862.83|-36,515,250.50
加：期初现金及现金等价物余额||620,030,322.00|656,545,572.50
六、期末现金及现金等价物余额||546,532,459.17|620,030,322.00
