page|84
项目|附注|2020 年度|2019 年度
一、营业总收入||414,972,525.62|412,719,653.89
其中：营业收入||414,972,525.62|412,719,653.89
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||357,756,152.91|353,906,509.84
其中：营业成本||268,302,763.93|255,644,494.73
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||4,311,379.51|4,597,573.52
销售费用||25,577,931.04|40,709,309.32
管理费用||44,850,012.95|34,143,763.08
研发费用||17,963,977.85|17,929,388.94
财务费用||-3,249,912.37|881,980.25
其中：利息费用||174,386.45|2,212,172.75
利息收入||3,453,425.12|1,372,759.17
加：其他收益||1,812,542.73|3,094,460.04
投资收益（损失以“－”号填列）||3,290,318.25|4,380,155.00
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||235,170.40|1,644,064.47
page|85
信用减值损失（损失以“-”号填列）||-1,573,561.02|-5,958,290.41
资产减值损失（损失以“-”号填列）||-1,861,162.09|-829,616.18
资产处置收益（损失以“－”号填列）||23,502.31|
三、营业利润（亏损以“－”号填列）||59,143,183.29|61,143,916.97
加：营业外收入||137,630.81|48,659.58
减：营业外支出||215,125.30|75,361.24
四、利润总额（亏损总额以“－”号填列）||59,065,688.80|61,117,215.31
减：所得税费用||9,288,055.43|8,588,824.61
五、净利润（净亏损以“－”号填列）||49,777,633.37|52,528,390.70
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||49,777,633.37|52,528,390.70
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||49,777,633.37|52,528,390.70
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
page|86
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||49,777,633.37|52,528,390.70
（一）归属于母公司所有者的综合收益总额||49,777,633.37|52,528,390.70
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.35|0.37
（二）稀释每股收益(元/股)||0.35|0.37
