page|56
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|1|7,213,070,383.53|6,440,699,788.80
结算备付金|||
拆出资金|||
交易性金融资产|2||280,000,000.00
衍生金融资产|3||
应收票据|4|341,091,043.89|421,979,726.84
应收账款|5|85,861,262.96|222,388,508.17
应收款项融资|6|1,368,423,810.04|1,734,042,627.28
预付款项|7|304,865,470.87|246,055,446.11
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|8|38,307,788.37|39,888,823.72
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|9|2,359,244,801.30|1,881,248,691.79
合同资产|10||
持有待售资产|11|3,574,541,721.55|
page|57
一年内到期的非流动资产|12||
其他流动资产|13|74,244,818.15|120,786,842.51
流动资产合计||15,359,651,100.66|11,387,090,455.22
非流动资产：|||
发放贷款和垫款|||
债权投资|14||
其他债权投资|15||
长期应收款|16||777,777,778.00
长期股权投资|17|9,810,728.13|8,442,921.09
其他权益工具投资|18||
其他非流动金融资产|19|307,850,000.00|161,607,684.52
投资性房地产|20||
固定资产|21|8,592,976,664.34|9,137,162,955.71
在建工程|22|694,578,280.50|555,941,765.65
生产性生物资产|23||
油气资产|24||
使用权资产|25||
无形资产|26|2,269,280,583.19|4,200,185,726.12
开发支出|27||
商誉|28||
长期待摊费用|29|74,566,708.98|42,190,023.53
递延所得税资产|30|54,589,963.77|42,574,141.94
其他非流动资产|31|10,550,971.87|29,137,983.89
非流动资产合计||12,014,203,900.78|14,955,020,980.45
资产总计||27,373,855,001.44|26,342,111,435.67
流动负债：|||
短期借款|32|50,000,000.00|
向中央银行借款|||
拆入资金|||
交易性金融负债|33||
衍生金融负债|34||
应付票据|35|1,635,581,756.95|1,742,047,865.96
应付账款|36|1,582,666,462.95|1,782,104,755.29
预收款项|37|2,560,352.90|1,815,945,804.53
合同负债|38|1,977,122,859.19|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|39|277,706,273.14|261,771,481.05
应交税费|40|370,694,422.21|111,932,501.06
其他应付款|41|215,054,715.87|667,989,901.49
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|42|928,011,423.90|
一年内到期的非流动负债|43|18,961,215.00|81,794,105.98
page|58
其他流动负债||251,603,565.77|
流动负债合计|44|7,309,963,047.88|6,463,586,415.36
非流动负债：|||
保险合同准备金|||
长期借款|45||595,921,858.14
应付债券|46||
其中：优先股|||
永续债|||
租赁负债|47||
长期应付款|48|75,844,860.00|
长期应付职工薪酬|49||
预计负债|50||
递延收益|51|84,312,921.64|106,151,953.00
递延所得税负债|||
其他非流动负债|52||
非流动负债合计||160,157,781.64|702,073,811.14
负债合计||7,470,120,829.52|7,165,660,226.50
所有者权益（或股东权益）：|||
实收资本（或股本）|53|3,377,189,083.00|3,377,189,083.00
其他权益工具|54||
其中：优先股|||
永续债|||
资本公积|55|10,122,349,716.22|10,122,349,716.22
减：库存股|56||
其他综合收益|57||
专项储备|58|734,503.77|
盈余公积|59|714,566,364.02|604,374,841.80
一般风险准备|||
未分配利润|60|5,476,469,748.55|4,858,694,398.63
归属于母公司所有者权益（或股东权益）合计||19,691,309,415.56|18,962,608,039.65
少数股东权益||212,424,756.36|213,843,169.52
所有者权益（或股东权益）合计||19,903,734,171.92|19,176,451,209.17
负债和所有者权益（或股东权益）总计||27,373,855,001.44|26,342,111,435.67
