page|89
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,247,100,849.04|732,560,423.37
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||38,413,716.87|37,004,747.30
收到其他与经营活动有关的现金||394,457,955.63|43,320,489.19
经营活动现金流入小计||1,679,972,521.54|812,885,659.86
购买商品、接受劳务支付的现金||658,098,179.01|287,428,802.17
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||167,053,208.85|131,085,449.45
支付的各项税费||78,715,220.77|60,898,943.38
支付其他与经营活动有关的现金||529,337,840.44|141,636,878.50
经营活动现金流出小计||1,433,204,449.07|621,050,073.50
经营活动产生的现金流量净额||246,768,072.47|191,835,586.36
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
page|90
取得投资收益收到的现金||1,800,000.00|1,800,000.00
处置固定资产、无形资产和其他长期资产收回的现金净额||1,329,010.19|1,834,022.65
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||166,410,444.27
投资活动现金流入小计||3,129,010.19|170,044,466.92
购建固定资产、无形资产和其他长期资产支付的现金||133,276,773.34|162,403,303.67
投资支付的现金||2,000,000.00|2,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||782,214,132.87
支付其他与投资活动有关的现金|||155,000,000.00
投资活动现金流出小计||135,276,773.34|1,101,617,436.54
投资活动产生的现金流量净额||-132,147,763.15|-931,572,969.62
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||300,000.00
其中：子公司吸收少数股东投资收到的现金|||300,000.00
取得借款收到的现金||1,203,249,637.92|1,219,396,851.17
收到其他与筹资活动有关的现金||328,982,359.33|402,516,111.72
筹资活动现金流入小计||1,532,231,997.25|1,622,212,962.89
偿还债务支付的现金||1,172,099,335.60|742,524,898.44
分配股利、利润或偿付利息支付的现金||118,095,425.44|108,393,540.52
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||169,520,773.82|67,000,000.00
筹资活动现金流出小计||1,459,715,534.86|917,918,438.96
筹资活动产生的现金流量净额||72,516,462.39|704,294,523.93
四、汇率变动对现金及现金等价物的影响||-1,458,520.23|2,789,849.35
五、现金及现金等价物净增加额||185,678,251.48|-32,653,009.98
加：期初现金及现金等价物余额||108,600,913.35|141,253,923.33
六、期末现金及现金等价物余额||294,279,164.83|108,600,913.35
