page|101
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|165,221,128.89|181,508,384.74
结算备付金||
拆出资金||
交易性金融资产||
衍生金融资产||
应收票据|109,372,076.13|133,316,100.55
应收账款|686,332,248.51|755,601,946.72
应收款项融资|9,488,945.80|8,353,048.70
预付款项|49,866,847.41|24,963,325.79
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|22,911,481.76|19,257,144.12
其中：应收利息||
应收股利||
买入返售金融资产||
存货|308,653,721.55|416,864,033.71
合同资产|48,568,133.59|
持有待售资产||
一年内到期的非流动资产|826,008.82|
其他流动资产|33,419,770.67|39,430,726.52
流动资产合计|1,434,660,363.13|1,579,294,710.85
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款|2,189,268.50|2,726,940.76
长期股权投资||
其他权益工具投资||
其他非流动金融资产||
投资性房地产|39,711,164.82|42,404,062.26
page|102
固定资产|276,229,871.33|307,544,555.57
在建工程|194,712,367.32|83,459,709.92
生产性生物资产||
油气资产||
使用权资产||
无形资产|70,870,910.96|77,805,768.01
开发支出||
商誉|118,952,722.59|253,402,022.66
长期待摊费用|19,281,242.83|14,640,166.60
递延所得税资产|41,370,493.12|28,125,901.78
其他非流动资产|2,162,805.46|35,708,117.83
非流动资产合计|765,480,846.93|845,817,245.39
资产总计|2,200,141,210.06|2,425,111,956.24
流动负债：||
短期借款|291,080,267.47|265,185,733.46
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|104,516,660.34|179,733,139.27
应付账款|523,627,948.48|433,934,979.74
预收款项|173,712,943.73|91,448,133.53
合同负债|101,801,555.58|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|25,966,619.81|23,219,275.54
应交税费|13,445,057.21|15,435,096.38
其他应付款|99,942,400.03|152,297,428.38
其中：应付利息||
应付股利|1,052,000.00|1,052,000.00
应付手续费及佣金||
应付分保账款||
page|103
持有待售负债||
一年内到期的非流动负债|32,659,824.93|29,200,718.40
其他流动负债|108,978,096.81|92,331,143.73
流动负债合计|1,475,731,374.39|1,282,785,648.43
非流动负债：||
保险合同准备金||
长期借款|27,000,000.00|114,306,475.23
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|9,058,369.91|38,672,499.04
长期应付职工薪酬||
预计负债|3,446,194.93|
递延收益|24,331,025.08|7,258,367.43
递延所得税负债|2,181,444.24|3,067,340.08
其他非流动负债|29,000,000.00|29,000,000.00
非流动负债合计|95,017,034.16|192,304,681.78
负债合计|1,570,748,408.55|1,475,090,330.21
所有者权益：||
股本|373,845,506.00|381,290,226.00
其他权益工具||
其中：优先股||
永续债||
资本公积|1,159,598,031.46|1,202,337,101.99
减：库存股|61,386,612.75|101,840,856.48
其他综合收益|-597,060.04|975,269.92
专项储备||
盈余公积|33,809,196.24|33,809,196.24
一般风险准备||
未分配利润|-889,234,303.84|-577,270,818.47
归属于母公司所有者权益合计|616,034,757.07|939,300,119.20
少数股东权益|13,358,044.44|10,721,506.83
所有者权益合计|629,392,801.51|950,021,626.03
page|104
负债和所有者权益总计|2,200,141,210.06|2,425,111,956.24
