page|113
项目|附注|2021 年度|2020 年度
一、营业总收入|61|8,713,228,065.59|6,260,417,792.26
其中：营业收入||8,713,228,065.59|6,260,417,792.26
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||6,437,297,440.15|4,308,175,390.74
其中：营业成本||5,620,391,966.94|3,600,864,085.34
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|62|48,466,185.37|61,083,688.80
销售费用|63|85,724,646.32|47,632,079.18
管理费用|64|221,778,736.93|172,349,032.43
研发费用|65|408,417,461.35|284,717,812.81
财务费用|66|52,518,443.24|141,528,692.18
其中：利息费用||90,252,414.76|80,273,151.69
利息收入||37,314,406.92|16,412,291.81
加：其他收益|67|58,331,820.26|25,471,233.82
投资收益（损失以“－”号填列）||31,886,225.40|5,675,836.26
其中：对联营企业和合营企业的投资收益||5,558,487.56|2,614,841.66
以摊余成本计量的金融资产终止确认收益|||
page|114
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|70|-1,382,927.57|1,245,626.59
信用减值损失（损失以“-”号填列）|71|23,554,616.85|-29,914,991.88
资产减值损失（损失以“-”号填列）|72|-10,202,178.73|-71,783,469.77
资产处置收益（损失以“－”号填列）|73|3,599,005.34|-18,018,346.26
三、营业利润（亏损以“－”号填列）||2,381,717,186.99|1,864,918,290.28
加：营业外收入|74|2,674,782.95|12,889,216.85
减：营业外支出|75|4,176,927.50|3,899,465.44
四、利润总额（亏损总额以“－”号填列）||2,380,215,042.44|1,873,908,041.69
减：所得税费用|76|260,295,716.01|245,124,254.06
五、净利润（净亏损以“－”号填列）||2,119,919,326.43|1,628,783,787.63
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）|||
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||2,119,919,326.43|1,628,783,787.63
2.少数股东损益（净亏损以“-”号填列）||-|-
六、其他综合收益的税后净额|77|13,594,620.59|-32,274,518.98
（一）归属母公司所有者的其他综合收益的税后净额||13,594,620.59|-32,274,518.98
1．不能重分类进损益的其他综合收益||-1,913,160.00|-3,217,914.84
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||-1,913,160.00|-3,217,914.84
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||15,507,780.59|-29,056,604.14
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
page|115
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||12,470,952.05|-23,092,036.70
（7）其他||3,036,828.54|-5,964,567.44
（二）归属于少数股东的其他综合收益的税后净额||-|-
七、综合收益总额||2,133,513,947.02|1,596,509,268.65
（一）归属于母公司所有者的综合收益总额||2,133,513,947.02|1,596,509,268.65
（二）归属于少数股东的综合收益总额||-|-
八、每股收益：|||
（一）基本每股收益(元/股)||0.99|0.83
（二）稀释每股收益(元/股)||0.99|0.81
