page|117
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||6,537,348,276.08|4,260,896,686.12
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||342,619,295.00|150,547,543.63
收到其他与经营活动有关的现金||91,022,670.51|42,603,582.52
经营活动现金流入小计||6,970,990,241.59|4,454,047,812.27
购买商品、接受劳务支付的现金||4,871,746,794.88|1,667,088,694.33
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||470,096,109.60|316,786,736.20
支付的各项税费||559,917,652.96|248,246,780.53
支付其他与经营活动有关的现金||489,500,831.78|520,758,281.51
经营活动现金流出小计||6,391,261,389.22|2,752,880,492.57
经营活动产生的现金流量净额||579,728,852.37|1,701,167,319.70
二、投资活动产生的现金流量：|||
收回投资收到的现金||2,250,000,000.00|-
取得投资收益收到的现金||26,327,737.84|25,655,598.20
处置固定资产、无形资产和其他长期资产收回的现金净额||8,928,538.57|11,614,469.66
处置子公司及其他营业单位收到的现金净额|||
page|118
收到其他与投资活动有关的现金||79,910,754.58|125,909,899.04
投资活动现金流入小计||2,365,167,030.99|163,179,966.90
购建固定资产、无形资产和其他长期资产支付的现金||3,768,701,734.64|1,950,128,106.90
投资支付的现金||2,124,350,906.30|468,488,079.84
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||34,674,633.39|118,724,788.85
投资活动现金流出小计||5,927,727,274.33|2,537,340,975.59
投资活动产生的现金流量净额||-3,562,560,243.34|-2,374,161,008.69
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||2,509,960,996.79|28,658,000.00
其中：子公司吸收少数股东投资收到的现金|||
发行债券收到的现金||-|1,444,025,000.00
取得借款收到的现金||3,541,798,869.71|2,772,983,295.88
收到其他与筹资活动有关的现金||319,363,076.09|255,660,791.32
筹资活动现金流入小计||6,371,122,942.59|4,501,327,087.20
偿还债务支付的现金||1,375,236,336.06|2,330,256,654.52
分配股利、利润或偿付利息支付的现金||413,877,420.11|244,567,836.56
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||627,807,055.77|557,330,065.30
筹资活动现金流出小计||2,416,920,811.94|3,132,154,556.38
筹资活动产生的现金流量净额||3,954,202,130.65|1,369,172,530.82
四、汇率变动对现金及现金等价物的影响||-15,811,990.35|-29,075,003.29
五、现金及现金等价物净增加额||955,558,749.33|667,103,838.54
加：期初现金及现金等价物余额||1,146,171,930.13|479,068,091.59
六、期末现金及现金等价物余额||2,101,730,679.46|1,146,171,930.13
