page|78
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金||108,611,190.94|86,129,018.89
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据||15,511,087.24|
应收账款||140,971,995.40|133,286,625.80
应收款项融资||17,186,620.39|27,094,892.02
预付款项||2,243,721.50|1,399,394.99
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||503,462.13|317,497.96
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||102,587,526.25|110,465,244.34
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||2,553,115.15|
流动资产合计||390,168,719.00|358,692,674.00
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产||208,305,832.02|143,144,637.45
在建工程|||60,830,341.12
生产性生物资产|||
油气资产|||
使用权资产||930,253.35|
无形资产||24,753,890.02|25,897,194.32
开发支出|||
商誉|||
page|79
长期待摊费用||15,150,611.77|9,474,716.08
递延所得税资产||1,878,312.28|2,500,477.03
其他非流动资产||1,774,560.48|226,880.00
非流动资产合计||252,793,459.92|242,074,246.00
资产总计||642,962,178.92|600,766,920.00
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据||8,665,885.00|
应付账款||125,839,445.29|127,199,990.63
预收款项|||
合同负债||474,260.00|996,917.60
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||9,475,251.10|10,757,019.90
应交税费||6,513,823.41|7,258,634.20
其他应付款||18,975.80|444,016.85
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||748,840.11|
其他流动负债||21,765,864.07|7,681,678.28
流动负债合计||173,502,344.78|154,338,257.46
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债||127,624.58|
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益||5,902,140.00|7,113,563.52
递延所得税负债|||
其他非流动负债|||
非流动负债合计||6,029,764.58|7,113,563.52
负债合计||179,532,109.36|161,451,820.98
所有者权益（或股东权益）：|||
实收资本（或股本）||140,000,000.00|140,000,000.00
其他权益工具|||
page|80
其中：优先股|||
永续债|||
资本公积||82,072,070.66|82,072,070.66
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积||28,883,136.70|25,811,494.40
一般风险准备|||
未分配利润||212,001,445.89|191,431,533.96
归属于母公司所有者权益（或股东权益）合计||462,956,653.25|439,315,099.02
少数股东权益||473,416.31|
所有者权益（或股东权益）合计||463,430,069.56|439,315,099.02
负债和所有者权益（或股东权益）总计||642,962,178.92|600,766,920.00
