page|122
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|191,997,724.81|130,032,492.71
结算备付金||
拆出资金||
交易性金融资产|39,061,890.41|76,115,459.73
衍生金融资产||
应收票据||
应收账款|15,533,316.04|8,552,515.43
应收款项融资||
预付款项|722,976.35|1,676,989.86
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|235,035.12|78,312.58
其中：应收利息||
应收股利||
买入返售金融资产||
page|123
存货|83,823,317.74|65,757,219.56
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|4,642,141.28|19,781,494.06
流动资产合计|336,016,401.75|301,994,483.93
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
长期股权投资||
其他权益工具投资||
其他非流动金融资产||
投资性房地产||
固定资产|659,164,095.65|657,530,845.97
在建工程|92,414,439.73|4,078,316.92
生产性生物资产||
油气资产||
使用权资产||
无形资产|53,308,090.24|51,842,080.93
开发支出||
商誉||
长期待摊费用|37,757.40|49,084.56
递延所得税资产||
其他非流动资产|23,781,373.21|2,229,649.52
非流动资产合计|828,705,756.23|715,729,977.90
资产总计|1,164,722,157.98|1,017,724,461.83
流动负债：||
短期借款|40,030,555.57|29,042,400.42
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
page|124
应付票据||
应付账款|29,169,478.02|19,997,927.93
预收款项||3,329,517.41
合同负债|2,912,672.05|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|19,179,496.68|15,835,332.94
应交税费|226,055.16|254,810.05
其他应付款|29,346,441.38|31,492,508.95
其中：应付利息||
应付股利|536,000.00|
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|15,801,235.28|13,000,000.00
其他流动负债||
流动负债合计|136,665,934.14|112,952,497.70
非流动负债：||
保险合同准备金||
长期借款|133,004,653.53|123,471,272.51
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|44,002,204.43|44,093,528.04
递延所得税负债||
其他非流动负债||
非流动负债合计|177,006,857.96|167,564,800.55
负债合计|313,672,792.10|280,517,298.25
page|125
所有者权益：||
股本|43,760,000.00|43,760,000.00
其他权益工具||
其中：优先股||
永续债||
资本公积|317,750,333.04|317,739,833.04
减：库存股||
其他综合收益||
专项储备||
盈余公积|20,869,465.77|17,413,774.16
一般风险准备||
未分配利润|465,458,299.52|358,293,556.38
归属于母公司所有者权益合计|847,838,098.33|737,207,163.58
少数股东权益|3,211,267.55|
所有者权益合计|851,049,365.88|737,207,163.58
负债和所有者权益总计|1,164,722,157.98|1,017,724,461.83
