page|53
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||3,002,060,807.28|3,052,686,223.26
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||885,663.62
收到其他与经营活动有关的现金|七、75|45,213,640.74|29,335,622.40
经营活动现金流入小计||3,047,274,448.02|3,082,907,509.28
购买商品、接受劳务支付的现金||1,320,037,840.38|1,226,306,341.71
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||687,900,261.09|688,963,996.98
支付的各项税费||47,989,248.45|35,926,625.30
支付其他与经营活动有关的现金|七、75|106,052,574.19|113,158,246.22
经营活动现金流出小计||2,161,979,924.11|2,064,355,210.21
经营活动产生的现金流量净额||885,294,523.91|1,018,552,299.07
二、投资活动产生的现金流量：|||
收回投资收到的现金||3,896,051,111.12|2,921,085,234.81
page|54
取得投资收益收到的现金||127,683,837.74|144,530,274.35
处置固定资产、无形资产和其他长期资产收回的现金净额||537,831.00|1,450,316.34
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、75|152,485,486.43|177,909,872.75
投资活动现金流入小计||4,176,758,266.29|3,244,975,698.25
购建固定资产、无形资产和其他长期资产支付的现金||1,194,887,643.36|936,956,125.73
投资支付的现金||3,895,300,000.00|3,029,800,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、75||4,851.00
投资活动现金流出小计||5,090,187,643.36|3,966,760,976.73
投资活动产生的现金流量净额||-913,429,377.07|-721,785,278.48
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||250,455,117.62|250,505,344.04
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、75|547,676.59|3,446,239.37
筹资活动现金流出小计||251,002,794.21|253,951,583.41
筹资活动产生的现金流量净额||-251,002,794.21|-253,951,583.41
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-279,137,647.37|42,815,437.18
加：期初现金及现金等价物余额||8,614,750,612.59|8,571,935,175.41
六、期末现金及现金等价物余额||8,335,612,965.22|8,614,750,612.59
