page|104
项目|附注|2021 年度|2020 年度
一、营业总收入||2,982,922,735.67|1,439,190,604.09
其中：营业收入||2,982,922,735.67|1,439,190,604.09
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||2,651,289,015.46|1,171,440,139.10
其中：营业成本||2,416,438,587.97|998,061,026.96
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||10,390,968.50|7,860,403.64
销售费用||37,969,022.02|24,552,187.96
管理费用||123,936,661.79|111,876,040.89
研发费用||14,884,231.68|10,362,907.43
财务费用||47,669,543.50|18,727,572.22
其中：利息费用||40,872,516.28|25,190,579.89
利息收入||4,318,619.34|7,180,796.11
加：其他收益||9,312,318.23|6,763,270.18
投资收益（损失以“－”号填列）||12,330,242.67|281,443.47
其中：对联营企业和合营企业的投资收益|||91,215.42
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||982,310.00
信用减值损失（损失以“-”号填列）||-3,379,122.33|1,840,965.43
资产减值损失（损失以“-”号填列）||-2,615,487.85|-4,656,746.68
资产处置收益（损失以“－”号填列）||-50,857,628.20|4,777,926.20
三、营业利润（亏损以“－”号填列）||296,424,042.73|277,739,633.59
page|105
加：营业外收入||18,693,566.06|7,565,569.39
减：营业外支出||37,494,275.76|176,614,182.63
四、利润总额（亏损总额以“－”号填列）||277,623,333.03|108,691,020.35
减：所得税费用||10,985,595.03|-24,807,191.67
五、净利润（净亏损以“－”号填列）||266,637,738.00|133,498,212.02
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||266,637,738.00|133,498,212.02
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||258,981,782.60|127,676,931.93
2.少数股东损益（净亏损以“-”号填列）||7,655,955.40|5,821,280.09
六、其他综合收益的税后净额||-4,774,434.98|1,716,787.82
（一）归属母公司所有者的其他综合收益的税后净额||-3,775,846.54|1,354,602.08
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-3,775,846.54|1,354,602.08
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-3,775,846.54|1,354,602.08
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额||-998,588.44|362,185.74
七、综合收益总额||261,863,303.02|135,214,999.84
（一）归属于母公司所有者的综合收益总额||255,205,936.06|129,031,534.01
（二）归属于少数股东的综合收益总额||6,657,366.96|6,183,465.83
八、每股收益：|||
（一）基本每股收益(元/股)||0.53|0.38
page|106
（二）稀释每股收益(元/股)||0.53|0.38
