page|100
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|887,023,378.79|307,041,199.43
结算备付金|||
拆出资金|||
交易性金融资产|七、2||
衍生金融资产|七、3||
应收票据|七、4|102,303,188.64|96,042,748.44
应收账款|七、5|881,316,562.32|601,934,208.81
应收款项融资|七、6|5,830,000.00|200,000.00
预付款项|七、7|9,325,893.90|5,900,977.57
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|17,504,246.24|13,430,775.98
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|506,301,524.15|552,688,150.27
合同资产|七、10||
持有待售资产|七、11||
一年内到期的非流动资产|七、12||
其他流动资产|七、13|9,581,720.59|12,701,302.74
流动资产合计||2,419,186,514.63|1,589,939,363.24
非流动资产：|||
发放贷款和垫款|||
债权投资|七、14||
其他债权投资|七、15||
长期应收款|七、16||
长期股权投资|七、17||
其他权益工具投资|七、18||
其他非流动金融资产|七、19||
投资性房地产|七、20||
固定资产|七、21|108,980,844.42|99,221,360.87
在建工程|七、22|166,704,837.37|128,812,609.68
生产性生物资产|七、23||
油气资产|七、24||
使用权资产|七、25|6,005,314.49|
无形资产|七、26|80,843,306.30|78,628,041.12
page|101
开发支出|七、27||
商誉|七、28||
长期待摊费用|七、29|3,519,353.38|1,971,845.70
递延所得税资产|七、30|3,372,980.54|3,367,790.08
其他非流动资产|七、31|262,254,011.90|235,352,003.40
非流动资产合计||631,680,648.40|547,353,650.85
资产总计||3,050,867,163.03|2,137,293,014.09
流动负债：|||
短期借款|七、32|50,000,000.00|100,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|七、33||
衍生金融负债|七、34||
应付票据|七、35|221,455,285.97|189,555,085.35
应付账款|七、36|809,025,137.47|748,450,744.90
预收款项|七、37||
合同负债|七、38|39,524,994.45|6,156,460.76
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39||
应交税费|七、40|9,913,588.86|14,653,326.41
其他应付款|七、41|64,897,022.33|35,818,283.78
其中：应付利息|||
应付股利||4,122,221.20|2,113,475.41
应付手续费及佣金|||
应付分保账款|||
持有待售负债|七、42||
一年内到期的非流动负债|七、43|161,353,322.28|11,140,000.00
其他流动负债|七、44|107,737,236.46|85,289,601.88
流动负债合计||1,463,906,587.82|1,191,063,503.08
非流动负债：|||
保险合同准备金|||
长期借款|七、45|68,000,000.00|208,500,000.00
应付债券|七、46||
其中：优先股|||
永续债|||
租赁负债|七、47|5,676,944.44|
长期应付款|七、48|1,907,060.00|2,407,060.00
长期应付职工薪酬|七、49|3,600,000.00|3,410,000.00
预计负债|七、50||
递延收益|七、51|14,817,847.07|15,200,000.00
递延所得税负债|七、30||
page|102
其他非流动负债|七、52||
非流动负债合计||94,001,851.51|229,517,060.00
负债合计||1,557,908,439.33|1,420,580,563.08
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|376,289,913.00|282,189,913.00
其他权益工具|七、54||
其中：优先股|||
永续债|||
资本公积|七、55|621,776,525.67|80,486,898.61
减：库存股|七、56||
其他综合收益|七、57|-1,334,500.00|-246,500.00
专项储备|七、58||
盈余公积|七、59|40,010,727.54|27,435,794.22
一般风险准备|||
未分配利润|七、60|442,468,396.77|313,853,079.82
归属于母公司所有者权益（或股东权益）合计||1,479,211,062.98|703,719,185.65
少数股东权益||13,747,660.72|12,993,265.36
所有者权益（或股东权益）合计||1,492,958,723.70|716,712,451.01
负债和所有者权益（或股东权益）总计||3,050,867,163.03|2,137,293,014.09
