page|69
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|896,533,645.34|680,455,481.83
结算备付金||
拆出资金||
交易性金融资产||
衍生金融资产||
应收票据|300,111,003.77|334,175,080.00
应收账款|434,622,978.78|314,547,616.16
应收款项融资|1,384,168.00|
预付款项|292,570,442.32|248,381,350.38
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|99,125,884.22|103,319,206.28
page|70
其中：应收利息||
应收股利||
买入返售金融资产||
存货|690,850,182.47|688,427,396.43
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|91,037,892.44|99,876,193.87
流动资产合计|2,806,236,197.34|2,469,182,324.95
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||3,390,000.00
长期股权投资||
其他权益工具投资||
其他非流动金融资产|224,326,074.01|220,090,881.00
投资性房地产||
固定资产|1,783,540,610.02|1,734,973,316.60
在建工程||
生产性生物资产||
油气资产||
使用权资产||
无形资产|472,347,463.49|489,713,716.10
开发支出||
商誉||
长期待摊费用|518,847,591.49|402,759,402.11
递延所得税资产|8,104,771.71|4,606,827.03
其他非流动资产|11,377,639.75|17,245,976.56
非流动资产合计|3,018,544,150.47|2,872,780,119.40
资产总计|5,824,780,347.81|5,341,962,444.35
流动负债：||
短期借款|3,037,175,747.17|2,310,100,000.00
向中央银行借款||
拆入资金||
page|71
交易性金融负债||
衍生金融负债||
应付票据|214,278,000.00|
应付账款|701,098,361.89|594,281,219.91
预收款项|57,248.62|102,314,341.60
合同负债|542,957,706.72|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|594,199.73|13,286,779.22
应交税费|39,689,164.35|50,682,981.31
其他应付款|115,541,686.55|625,506,664.39
其中：应付利息|1,818,536.68|8,298,276.66
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|70,389,203.86|910,275,461.60
其他流动负债|70,107,717.05|
流动负债合计|4,791,889,035.94|4,606,447,448.03
非流动负债：||
保险合同准备金||
长期借款|432,000,000.00|216,500,000.00
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|4,430,955.91|4,219,850.73
长期应付职工薪酬||
预计负债|7,349,023.89|21,221,532.68
递延收益|332,673,946.97|346,101,493.31
递延所得税负债|2,710,312.59|942,991.01
其他非流动负债||
非流动负债合计|779,164,239.36|588,985,867.73
page|72
负债合计|5,571,053,275.30|5,195,433,315.76
所有者权益：||
股本|324,080,937.00|324,080,937.00
其他权益工具||
其中：优先股||
永续债||
资本公积|1,447,653,761.87|1,441,240,593.53
减：库存股||
其他综合收益||
专项储备||
盈余公积|151,055,131.19|151,055,131.19
一般风险准备||
未分配利润|-1,801,535,992.17|-1,845,385,659.42
归属于母公司所有者权益合计|121,253,837.89|70,991,002.30
少数股东权益|132,473,234.62|75,538,126.29
所有者权益合计|253,727,072.51|146,529,128.59
负债和所有者权益总计|5,824,780,347.81|5,341,962,444.35
