page|101
项目|附注五|本期金额|上期金额
一、营业总收入|（三十六）|388,488,486.74|218,751,149.10
其中：营业收入|（三十六）|388,488,486.74|218,751,149.10
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||377,534,202.64|242,756,296.66
其中：营业成本|（三十六）|206,345,572.19|85,450,034.56
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|（三十七）|2,977,113.55|1,790,045.48
销售费用|（三十八）|59,668,402.33|50,545,938.12
管理费用|（三十九）|65,232,020.70|63,922,086.54
研发费用|（四十）|47,087,238.07|42,252,697.25
财务费用|（四十一）|-3,776,144.20|-1,204,505.29
其中：利息费用||1,421,458.00|311,205.64
利息收入||5,467,617.32|2,273,412.06
加：其他收益|（四十二）|7,030,601.41|4,530,573.88
投资收益（损失以“-”号填列）|（四十三）|35,386,305.61|9,501,225.05
其中：对联营企业和合营企业的投资收益||282,005.39|2,646,143.42
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“-”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“-”号填列）|（四十四）|427,569.86|475,021.92
信用减值损失（损失以“-”号填列）|（四十五）|-10,666,471.11|-8,782,448.88
资产减值损失（损失以“-”号填列）|（四十六）|-614,655.69|-624,505.00
资产处置收益（损失以“-”号填列）|||
三、营业利润（亏损以“-”号填列）||42,517,634.18|-18,905,280.59
加：营业外收入|（四十七）|1,772,099.63|7,981,593.89
减：营业外支出|（四十八）|438,838.16|790,898.70
四、利润总额（亏损总额以“-”号填列）||43,850,895.65|-11,714,585.40
减：所得税费用|（四十九）|-263,915.46|-2,238,898.85
五、净利润（净亏损以“-”号填列）||44,114,811.11|-9,475,686.55
（一）按经营持续性分类|||
1．持续经营净利润（净亏损以“-”号填列）||44,114,811.11|-9,475,686.55
2．终止经营净利润（净亏损以“-”号填列）|||
（二）按所有权归属分类|||
1．归属于母公司股东的净利润（净亏损以“-”号填列）||35,542,173.37|-8,129,622.17
2．少数股东损益（净亏损以“-”号填列）||8,572,637.74|-1,346,064.38
六、其他综合收益的税后净额||-3,694,905.57|-13,840,582.99
归属于母公司所有者的其他综合收益的税后净额||-3,694,905.57|-13,840,582.99
（一）不能重分类进损益的其他综合收益||-3,569,704.70|-13,475,040.63
1．重新计量设定受益计划变动额|||
2．权益法下不能转损益的其他综合收益|||
3．其他权益工具投资公允价值变动||-3,569,704.70|-13,475,040.63
4．企业自身信用风险公允价值变动|||
（二）将重分类进损益的其他综合收益||-125,200.87|-365,542.36
1．权益法下可转损益的其他综合收益|||
2．其他债权投资公允价值变动|||
3．金融资产重分类计入其他综合收益的金额|||
4．其他债权投资信用减值准备|||
5．现金流量套期储备|||
6．外币财务报表折算差额||-125,200.87|-365,542.36
7．其他|||
归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||40,419,905.54|-23,316,269.54
归属于母公司所有者的综合收益总额||31,847,267.80|-21,970,205.16
归属于少数股东的综合收益总额||8,572,637.74|-1,346,064.38
八、每股收益：|||
（一）基本每股收益（元/股）||0.29|-0.07
（二）稀释每股收益（元/股）||0.29|-0.07
