page|59
项目|附注|2019 年度|2018 年度
一、营业收入|七、41|14,190,478,407.87|14,356,817,454.99
减：营业成本|七、41|10,239,496,828.28|9,980,458,181.50
税金及附加|七、42|93,453,123.81|98,435,343.05
销售费用|七、43|371,889,256.26|260,549,348.19
管理费用|七、44|156,131,442.09|141,216,734.15
研发费用|七、45|331,530,808.19|68,178,591.73
财务费用|七、46|154,473,469.95|176,556,464.09
其中：利息费用||172,585,138.48|189,159,815.04
利息收入||19,349,061.40|13,459,211.81
加：其他收益|七、47|4,745,219.80|1,935,521.66
投资收益（损失以“－”号填列）|七、48|41,726,371.24|11,608,655.34
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、49|13,487,336.76|
信用减值损失（损失以“-”号填列）|七、50|-666,119.68|
资产减值损失（损失以“-”号填列）|七、51|-3,906,034.84|-76,114,896.63
资产处置收益（损失以“－”号填列）|||
二、营业利润（亏损以“－”号填列）||2,898,890,252.57|3,568,852,072.65
加：营业外收入|七、53|567,443.68|853,772.32
减：营业外支出|七、54|2,994,179.26|4,285,548.50
三、利润总额（亏损总额以“－”号填列）||2,896,463,516.99|3,565,420,296.47
减：所得税费用|七、55|443,432,639.52|545,767,334.13
四、净利润（净亏损以“－”号填列）||2,453,030,877.47|3,019,652,962.34
（一）持续经营净利润（净亏损以“－”号填列）||2,453,030,877.47|3,019,652,962.34
（二）终止经营净利润（净亏损以“－”号填列）|||
五、其他综合收益的税后净额|||
（一）不能重分类进损益的其他综合收益|||
1.重新计量设定受益计划变动额|||
2.权益法下不能转损益的其他综合收益|||
3.其他权益工具投资公允价值变动|||
4.企业自身信用风险公允价值变动|||
（二）将重分类进损益的其他综合收益|||
1.权益法下可转损益的其他综合收益|||
2.其他债权投资公允价值变动|||
3.可供出售金融资产公允价值变动损益|||
4.金融资产重分类计入其他综合收益的金额|||
5.持有至到期投资重分类为可供出售金融资产损益|||
6.其他债权投资信用减值准备|||
7.现金流量套期储备（现金流量套期损益的有效部分）|||
8.外币财务报表折算差额|||
9.其他|||
六、综合收益总额||2,453,030,877.47|3,019,652,962.34
七、每股收益：|||
（一）基本每股收益(元/股)||1.508|1.864
（二）稀释每股收益(元/股)||1.508|1.864
