page|82
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|650,489,657.31|591,519,709.94
page|83
结算备付金||
拆出资金||
交易性金融资产|763,865,555.85|962,028,217.01
衍生金融资产||
应收票据|91,848,100.09|249,258,967.67
应收账款|1,319,346,380.66|938,839,697.08
应收款项融资|72,395,181.01|69,238,523.51
预付款项|5,215,223.48|9,374,736.11
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|41,806,497.18|38,907,738.41
其中：应收利息||
应收股利||
买入返售金融资产||
存货|915,018,596.59|589,910,002.05
合同资产||
持有待售资产|2,754,746.39|2,459,177.42
一年内到期的非流动资产||
其他流动资产|177,247,073.45|124,130,401.71
流动资产合计|4,039,987,012.01|3,575,667,170.91
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
长期股权投资|421,395,194.71|469,152,030.28
其他权益工具投资||
其他非流动金融资产||
投资性房地产||33,668,858.28
固定资产|3,265,542,402.65|2,402,086,792.44
在建工程|422,497,035.45|712,450,748.20
生产性生物资产||
油气资产||
page|84
使用权资产|73,253,084.40|
无形资产|286,858,316.57|326,815,250.06
开发支出||
商誉|476,017.08|476,017.08
长期待摊费用|97,015,380.93|86,200,131.09
递延所得税资产|46,073,979.61|26,474,840.43
其他非流动资产|41,055,838.19|50,992,382.87
非流动资产合计|4,654,167,249.59|4,108,317,050.73
资产总计|8,694,154,261.60|7,683,984,221.64
流动负债：||
短期借款|151,043,727.62|171,834,813.68
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|689,294,071.90|555,411,938.99
应付账款|1,336,800,796.80|1,015,293,672.07
预收款项||86,762.77
合同负债|9,570,745.90|14,595,303.01
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|98,878,925.56|60,199,996.43
应交税费|53,991,329.91|29,631,188.98
其他应付款|85,699,657.99|129,610,776.84
其中：应付利息||
应付股利|2,910.40|6,032,805.78
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|17,521,767.00|
其他流动负债|28,015,704.02|257,726.41
流动负债合计|2,470,816,726.70|1,976,922,179.18
page|85
非流动负债：||
保险合同准备金||
长期借款|16,227,830.44|
应付债券|1,307,554,767.15|1,254,188,552.58
其中：优先股||
永续债||
租赁负债|58,209,282.88|
长期应付款||
长期应付职工薪酬||
预计负债|9,237,891.17|
递延收益|85,099,774.86|102,584,222.94
递延所得税负债|481,553.96|411,978.65
其他非流动负债||
非流动负债合计|1,476,811,100.46|1,357,184,754.17
负债合计|3,947,627,827.16|3,334,106,933.35
所有者权益：||
股本|875,646,383.00|882,546,777.00
其他权益工具|146,862,944.45|146,884,798.82
其中：优先股||
永续债||
资本公积|1,186,605,328.04|1,217,313,341.57
减：库存股||49,820,207.61
其他综合收益|15,143.92|9,291.99
专项储备||
盈余公积|215,252,038.55|190,223,336.82
一般风险准备||
未分配利润|2,119,499,044.86|1,809,565,457.01
归属于母公司所有者权益合计|4,543,880,882.82|4,196,722,795.60
少数股东权益|202,645,551.62|153,154,492.69
所有者权益合计|4,746,526,434.44|4,349,877,288.29
负债和所有者权益总计|8,694,154,261.60|7,683,984,221.64
