page|61
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金||1,607,236,902.38|1,887,101,998.82
结算备付金|||
拆出资金|||
交易性金融资产||2,591,386,680.29|
以公允价值计量且其变动计入当期损益的金融资产|||260,825,253.62
衍生金融资产|||
应收票据|||8,298,281.53
应收账款||32,153,801.76|50,944,513.95
应收款项融资||62,493,735.37|
预付款项||23,501,225.97|7,190,677.95
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||13,710,361.92|12,226,020.15
其中：应收利息||57,260.65|26,820.75
应收股利|||
买入返售金融资产|||
存货||2,150,912,374.89|1,967,615,543.22
持有待售资产|||
一年内到期的非流动资产|||225,800,000.00
其他流动资产||9,597,719.61|1,801,522,652.86
流动资产合计||6,490,992,802.19|6,221,524,942.10
非流动资产：|||
发放贷款和垫款||16,588,189.54|29,406,150.70
债权投资||432,282,090.95|
可供出售金融资产|||665,646,372.98
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资||15,179,004.55|11,107,406.88
其他权益工具投资||18,091,779.98|
其他非流动金融资产||1,606,003,374.93|
投资性房地产|||
固定资产||1,026,216,068.82|763,576,508.15
在建工程||96,846,677.64|295,717,075.09
生产性生物资产|||
油气资产|||
使用权资产|||
page|62
无形资产||129,301,223.35|106,905,733.53
开发支出|||
商誉|||
长期待摊费用||11,622,235.86|18,128,018.71
递延所得税资产||211,467,078.02|177,889,735.05
其他非流动资产||7,703,900.00|297,747,000.00
非流动资产合计||3,571,301,623.64|2,366,124,001.09
资产总计||10,062,294,425.83|8,587,648,943.19
流动负债：|||
短期借款|||20,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据||79,100,000.00|105,300,000.00
应付账款||197,313,607.77|145,375,039.06
预收款项||1,304,031,193.33|1,168,285,502.62
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||111,497,435.39|72,452,381.05
应交税费||455,324,456.16|364,846,278.43
其他应付款||630,451,224.90|585,367,118.85
其中：应付利息|||50,750.00
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|||
流动负债合计||2,777,717,917.55|2,461,626,320.01
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益||7,000,000.00|8,000,000.00
递延所得税负债||71,308,901.76|8,918,813.41
其他非流动负债|||
非流动负债合计||78,308,901.76|16,918,813.41
page|63
负债合计||2,856,026,819.31|2,478,545,133.42
所有者权益（或股东权益）：|||
实收资本（或股本）||1,254,500,000.00|1,254,500,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||716,746,782.16|717,502,616.62
减：库存股|||
其他综合收益||13,118,834.99|18,637,500.00
专项储备|||
盈余公积||613,674,971.18|480,144,806.88
一般风险准备|||
未分配利润||4,608,227,018.19|3,623,882,417.44
归属于母公司所有者权益（或股东权益）合计||7,206,267,606.52|6,094,667,340.94
少数股东权益|||14,436,468.83
所有者权益（或股东权益）合计||7,206,267,606.52|6,109,103,809.77
负债和所有者权益（或股东权益）总计||10,062,294,425.83|8,587,648,943.19
