page|53
项目|附注|2021 年度|2020 年度
一、营业总收入|七、40|1,972,755,618.83|1,955,299,994.41
其中：营业收入|七、40|1,972,755,618.83|1,955,299,994.41
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本|七、40|1,994,275,290.94|1,999,853,585.35
其中：营业成本|七、40|1,325,266,365.02|1,422,270,626.47
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
page|54
分保费用|||
税金及附加|七、41|76,859,633.59|61,114,045.29
销售费用|七、42|246,448,382.92|232,135,132.72
管理费用|七、43|239,625,388.94|212,632,987.97
研发费用|||
财务费用|七、44|106,075,520.47|71,700,792.90
其中：利息费用||97,705,179.08|62,114,107.64
利息收入||5,065,408.49|5,884,494.29
加：其他收益|七、45|2,775,306.44|1,840,396.15
投资收益（损失以“－”号填列）|七、46|15,997,055.37|2,795,766.34
其中：对联营企业和合营企业的投资收益||10,025,665.52|-3,008,319.30
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、47|10,712,120.92|-5,515,815.97
信用减值损失（损失以“-”号填列）|七、48|-350,325.80|3,884,508.14
资产减值损失（损失以“-”号填列）|七、49|-148,440.85|-315,553,976.55
资产处置收益（损失以“－”号填列）|七、50|14,304,048.61|8,972,131.80
三、营业利润（亏损以“－”号填列）||21,770,092.58|-348,130,581.03
加：营业外收入|七、51|2,405,881.56|6,383,578.78
减：营业外支出|七、52|54,990,553.59|-24,620,337.39
四、利润总额（亏损总额以“－”号填列）||-30,814,579.45|-317,126,664.86
减：所得税费用|七、53|16,192,096.93|-36,980,000.98
五、净利润（净亏损以“－”号填列）||-47,006,676.38|-280,146,663.88
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-47,006,676.38|-280,146,663.88
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-50,523,095.53|-287,058,894.33
2.少数股东损益（净亏损以“-”号填列）||3,516,419.15|6,912,230.45
六、其他综合收益的税后净额||1,182,244.69|1,614,824.16
（一）归属母公司所有者的其他综合收益的税后净额||1,182,244.69|1,614,824.16
1．不能重分类进损益的其他综合收益||1,182,244.69|1,614,824.16
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||1,182,244.69|1,614,824.16
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||-45,824,431.69|-278,531,839.72
（一）归属于母公司所有者的综合收益总额||-49,340,850.84|-285,444,070.17
（二）归属于少数股东的综合收益总额||3,516,419.15|6,912,230.45
八、每股收益：|||
（一）基本每股收益(元/股)||-0.16|-0.92
（二）稀释每股收益(元/股)||-0.16|-0.92
