page|77
项目|附注|2021 年度|2020 年度
一、营业总收入||402,972,992.08|446,318,598.99
其中：营业收入||402,972,992.08|446,318,598.99
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||471,457,499.14|412,786,103.07
其中：营业成本||336,938,361.79|280,651,475.67
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||5,800,374.74|6,284,718.26
销售费用||30,809,843.65|26,536,196.07
page|78
管理费用||59,349,201.36|46,621,417.67
研发费用||19,904,483.20|24,699,292.23
财务费用||18,655,234.40|27,993,003.17
其中：利息费用||14,814,486.34|18,580,252.58
利息收入||133,846.31|313,391.20
加：其他收益||3,168,095.08|2,647,391.11
投资收益（损失以“－”号填列）||2,410,232.78|237,085.49
其中：对联营企业和合营企业的投资收益||-1,206,527.72|2,626,562.55
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||89,350.75|
信用减值损失（损失以“-”号填列）||-1,921,956.45|-8,827,826.90
资产减值损失（损失以“-”号填列）||-255,850,099.34|-3,954,144.26
资产处置收益（损失以“－”号填列）||-430,342.81|
三、营业利润（亏损以“－”号填列）||-321,019,227.05|23,635,001.36
加：营业外收入||567,844.64|1,996,068.56
减：营业外支出||1,555,065.18|3,245,260.49
四、利润总额（亏损总额以“－”号填列）||-322,006,447.59|22,385,809.43
减：所得税费用||263,761.72|-3,847,489.71
五、净利润（净亏损以“－”号填列）||-322,270,209.31|26,233,299.14
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-322,270,209.31|26,233,299.14
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-309,062,135.51|1,619,513.53
2.少数股东损益（净亏损以“-”号填列）||-13,208,073.80|24,613,785.61
六、其他综合收益的税后净额||-336,932.92|-5,604,639.33
（一）归属母公司所有者的其他综合收益的税后净额||-336,932.92|-5,604,639.33
1．不能重分类进损益的其他综合收益||-336,932.92|-5,604,639.33
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
page|79
（3）其他权益工具投资公允价值变动||-336,932.92|-5,604,639.33
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||-322,607,142.23|20,628,659.81
（一）归属于母公司所有者的综合收益总额||-309,399,068.43|-3,985,125.80
（二）归属于少数股东的综合收益总额||-13,208,073.80|24,613,785.61
八、每股收益：|||
（一）基本每股收益(元/股)||-2.49|0.01
（二）稀释每股收益(元/股)||-2.49|0.01
