page|82
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||715,307,645.14|581,484,834.78
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||6,292,717.97|9,429,655.92
收到其他与经营活动有关的现金|七、78|12,576,016.89|13,374,421.24
经营活动现金流入小计||734,176,380.00|604,288,911.94
购买商品、接受劳务支付的现金||505,536,327.79|373,875,529.96
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||89,762,286.89|95,889,771.12
支付的各项税费||37,197,944.19|27,647,652.76
支付其他与经营活动有关的现金|七、78|52,695,874.94|61,736,786.97
经营活动现金流出小计||685,192,433.81|559,149,740.81
经营活动产生的现金流量净额||48,983,946.19|45,139,171.13
二、投资活动产生的现金流量：|||
收回投资收到的现金||65,197,386.00|250,767,344.72
取得投资收益收到的现金||249,235.89|1,691,234.21
处置固定资产、无形资产和其他长期资产收回的现金净额||209,621.99|1,047,765.60
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78||2,286,000.00
投资活动现金流入小计||65,656,243.88|255,792,344.53
购建固定资产、无形资产和其他长期资产支付的现金||75,044,880.10|124,832,766.29
投资支付的现金||83,948,237.00|258,232,100.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||51,750,556.29|
支付其他与投资活动有关的现金|七、78|10,786,000.00|
投资活动现金流出小计||221,529,673.39|383,064,866.29
投资活动产生的现金流量净额||-155,873,429.51|-127,272,521.76
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||50,000,000.00|33,000,000.00
其中：子公司吸收少数股东投资收||50,000,000.00|
page|83
到的现金|||
取得借款收到的现金||424,155,928.70|315,556,713.58
收到其他与筹资活动有关的现金|七、78|60,000,000.00|610,398.85
筹资活动现金流入小计||534,155,928.70|349,167,112.43
偿还债务支付的现金||295,491,325.50|257,957,168.52
分配股利、利润或偿付利息支付的现金||28,969,533.10|31,509,699.30
其中：子公司支付给少数股东的股利、利润||391,200.00|1,020,000.00
支付其他与筹资活动有关的现金|七、78|118,693,073.57|30,802,571.06
筹资活动现金流出小计||443,153,932.17|320,269,438.88
筹资活动产生的现金流量净额||91,001,996.53|28,897,673.55
四、汇率变动对现金及现金等价物的影响||-1,297,342.63|916,547.13
五、现金及现金等价物净增加额||-17,184,829.42|-52,319,129.95
加：期初现金及现金等价物余额||64,996,963.17|117,316,093.12
六、期末现金及现金等价物余额||47,812,133.75|64,996,963.17
