page|78
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|1|432,270,971.28|318,831,012.09
结算备付金|||
page|79
拆出资金|||
交易性金融资产|2|70,011,592.26|161,800,000.00
衍生金融资产|||
应收票据|||
应收账款|3|693,824,478.22|433,616,580.20
应收款项融资|||
预付款项|4|6,266,186.35|2,541,024.33
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|5|20,329,813.88|22,509,738.71
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|6|479,471,299.78|343,261,063.08
合同资产|||
持有待售资产|||
一年内到期的非流动资产|7|218,045,293.47|
其他流动资产|8|224,894.13|104,324.62
流动资产合计||1,920,444,529.37|1,282,663,743.03
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|9|64,254,375.00|11,500,000.00
投资性房地产|10|5,862,203.88|6,614,504.53
固定资产|11|374,914,769.57|278,571,332.63
在建工程|12|17,656,490.65|20,272,037.91
生产性生物资产|||
油气资产|||
使用权资产|13|4,101,766.03|
无形资产|14|35,432,841.08|10,750,134.01
开发支出|||
商誉|15|236,867.38|236,867.38
长期待摊费用|16|1,069,606.62|
递延所得税资产|17|13,199,965.42|11,487,389.08
其他非流动资产|18|5,065,464.40|214,750,383.47
非流动资产合计||521,794,350.03|554,182,649.01
资产总计||2,442,238,879.40|1,836,846,392.04
流动负债：|||
短期借款|19|330,946,053.64|382,254,004.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
page|80
应付票据|20|167,515,307.63|132,582,240.57
应付账款|21|533,044,486.21|496,852,503.55
预收款项|22|771,759.25|640,463.11
合同负债|23|10,915,632.02|6,327,341.76
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|24|23,560,158.37|26,246,568.49
应交税费|25|15,413,005.43|17,619,221.71
其他应付款|26|422,379.89|401,000.00
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|27|13,342,520.75|52,892.47
其他流动负债|28|202,526.08|14,934.79
流动负债合计||1,096,133,829.27|1,062,991,170.45
非流动负债：|||
保险合同准备金|||
长期借款|29|26,900,000.00|39,793,724.00
应付债券|||
其中：优先股|||
永续债|||
租赁负债|30|3,852,871.05|
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|31|1,480,764.58|1,735,076.98
递延所得税负债|17|7,914,895.09|
其他非流动负债|||
非流动负债合计||40,148,530.72|41,528,800.98
负债合计||1,136,282,359.99|1,104,519,971.43
所有者权益（或股东权益）：|||
实收资本（或股本）|32|401,000,000.00|360,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|33|414,384,379.63|112,963,029.87
减：库存股|||
其他综合收益|34|-5,344,227.12|-2,641,267.43
专项储备|||
盈余公积|35|54,271,537.86|31,554,340.71
一般风险准备|||
未分配利润|36|436,548,584.75|227,566,816.93
归属于母公司所有者权益（或股东权益）合计||1,300,860,275.12|729,442,920.08
page|81
少数股东权益||5,096,244.29|2,883,500.53
所有者权益（或股东权益）合计||1,305,956,519.41|732,326,420.61
负债和所有者权益（或股东权益）总计||2,442,238,879.40|1,836,846,392.04
