page|150
项目|2021 年度|2020 年度
一、经营活动产生的现金流量：||
销售商品、提供劳务收到的现金|302,730,399.91|155,215,209.56
客户存款和同业存放款项净增加额||
向中央银行借款净增加额||
向其他金融机构拆入资金净增加额||
收到原保险合同保费取得的现金||
收到再保业务现金净额||
保户储金及投资款净增加额||
收取利息、手续费及佣金的现金||
拆入资金净增加额||
回购业务资金净增加额||
代理买卖证券收到的现金净额||
收到的税费返还|1,886,819.20|
收到其他与经营活动有关的现金|6,532,502.40|5,858,023.30
经营活动现金流入小计|311,149,721.51|161,073,232.86
购买商品、接受劳务支付的现金|139,271,246.28|131,776,320.14
客户贷款及垫款净增加额||
page|151
存放中央银行和同业款项净增加额||
支付原保险合同赔付款项的现金||
拆出资金净增加额||
支付利息、手续费及佣金的现金||
支付保单红利的现金||
支付给职工以及为职工支付的现金|54,614,946.45|25,555,830.51
支付的各项税费|20,933,699.91|10,203,319.36
支付其他与经营活动有关的现金|30,200,168.67|65,951,480.03
经营活动现金流出小计|245,020,061.31|233,486,950.04
经营活动产生的现金流量净额|66,129,660.20|-72,413,717.18
二、投资活动产生的现金流量：||
收回投资收到的现金||
取得投资收益收到的现金||
处置固定资产、无形资产和其他长期资产收回的现金净额|65,100.00|
处置子公司及其他营业单位收到的现金净额||43,642,496.35
收到其他与投资活动有关的现金||
投资活动现金流入小计|65,100.00|43,642,496.35
购建固定资产、无形资产和其他长期资产支付的现金|8,982,937.40|4,127,235.88
投资支付的现金||
质押贷款净增加额||
取得子公司及其他营业单位支付的现金净额|30,000,000.00|120,445,378.84
支付其他与投资活动有关的现金||
投资活动现金流出小计|38,982,937.40|124,572,614.72
投资活动产生的现金流量净额|-38,917,837.40|-80,930,118.37
三、筹资活动产生的现金流量：||
吸收投资收到的现金||
其中：子公司吸收少数股东投资收到的现金||
取得借款收到的现金|114,800,000.00|93,000,000.00
收到其他与筹资活动有关的现金|45,000,000.00|192,463,364.57
page|152
筹资活动现金流入小计|159,800,000.00|285,463,364.57
偿还债务支付的现金|115,000,000.00|80,000,000.00
分配股利、利润或偿付利息支付的现金|6,723,523.59|5,427,770.15
其中：子公司支付给少数股东的股利、利润||
支付其他与筹资活动有关的现金|55,737,789.86|41,289,211.21
筹资活动现金流出小计|177,461,313.45|126,716,981.36
筹资活动产生的现金流量净额|-17,661,313.45|158,746,383.21
四、汇率变动对现金及现金等价物的影响|-426,981.47|-1,113,466.07
五、现金及现金等价物净增加额|9,123,527.88|4,289,081.59
加：期初现金及现金等价物余额|16,232,461.16|11,943,379.57
六、期末现金及现金等价物余额|25,355,989.04|16,232,461.16
