page|73
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,343,547,719.43|1,514,520,853.81
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||467,042.90
收到其他与经营活动有关的现金||29,162,105.39|33,431,493.27
经营活动现金流入小计||1,372,709,824.82|1,548,419,389.98
购买商品、接受劳务支付的现金||366,595,750.48|870,241,914.15
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||244,460,945.42|252,463,619.57
支付的各项税费||145,224,270.95|211,563,266.87
支付其他与经营活动有关的现金||241,425,292.63|285,016,800.77
经营活动现金流出小计||997,706,259.48|1,619,285,601.36
经营活动产生的现金流量净额||375,003,565.34|-70,866,211.38
二、投资活动产生的现金流量：|||
收回投资收到的现金||2,498,920,000.00|3,534,260,000.00
取得投资收益收到的现金||15,784,603.41|30,378,341.34
处置固定资产、无形资产和其他长期资产收回的现金净额||66,044.07|603,735.29
page|74
项目|附注|2020年度|2019年度
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||2,514,770,647.48|3,565,242,076.63
购建固定资产、无形资产和其他长期资产支付的现金||54,598,453.68|36,936,918.57
投资支付的现金||2,548,420,000.00|3,230,759,999.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||2,603,018,453.68|3,267,696,917.57
投资活动产生的现金流量净额||-88,247,806.20|297,545,159.06
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||
偿还债务支付的现金||380,687.03|630,260.37
分配股利、利润或偿付利息支付的现金||116,311,012.13|204,482,813.54
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||116,691,699.16|205,113,073.91
筹资活动产生的现金流量净额||-116,691,699.16|-205,113,073.91
四、汇率变动对现金及现金等价物的影响||322,567.98|-1,892,975.71
五、现金及现金等价物净增加额||170,386,627.96|19,672,898.06
加：期初现金及现金等价物余额||90,395,596.40|70,722,698.34
六、期末现金及现金等价物余额||260,782,224.36|90,395,596.40
