page|92
项目|附注|2021 年度|2020 年度
一、营业总收入|七.61|4,025,571,291.10|4,696,458,290.29
其中：营业收入|七.61|4,025,571,291.10|4,696,458,290.29
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||3,922,915,149.01|4,974,355,623.72
其中：营业成本|七.61|3,254,824,067.22|4,067,116,311.71
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七.62|40,113,390.99|31,757,318.36
销售费用|七.63|108,200,100.42|220,359,485.52
管理费用|七.64|209,507,972.45|222,674,287.67
研发费用|七.65|162,040,137.04|174,291,526.36
财务费用|七.66|148,229,480.89|258,156,694.10
其中：利息费用||160,415,092.02|266,926,037.08
利息收入||26,196,176.84|21,592,148.67
加：其他收益|七.67|37,002,702.80|25,210,492.60
投资收益（损失以“－”号填列）|七.68|7,974,563.43|338,337,444.79
其中：对联营企业和合营企业的投资收益||2,557,733.56|-2,330,736.08
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七.70|4,778,088.77|
信用减值损失（损失以“-”号填列）|七.71|-8,017,713.47|-19,328,265.60
资产减值损失（损失以“-”号填列）|七.72|4,242,676.29|5,717,653.79
资产处置收益（损失以“－”号填列）|七.73|-1,576,382.34|343,076.91
三、营业利润（亏损以“－”号填列）||147,060,077.57|72,383,069.06
加：营业外收入|七.74|11,649,513.56|78,602,935.56
减：营业外支出|七.75|15,609,417.33|10,281,285.26
四、利润总额（亏损总额以“－”号填列）||143,100,173.80|140,704,719.36
减：所得税费用|七.76|25,873,918.21|35,666,084.83
page|93
五、净利润（净亏损以“－”号填列）||117,226,255.59|105,038,634.53
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||117,226,255.59|-27,018,448.89
2.终止经营净利润（净亏损以“－”号填列）|||132,057,083.42
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||79,472,735.24|75,261,366.86
2.少数股东损益（净亏损以“-”号填列）||37,753,520.35|29,777,267.67
六、其他综合收益的税后净额||94,922.13|17,996,260.90
（一）归属母公司所有者的其他综合收益的税后净额||94,922.13|17,996,260.90
1．不能重分类进损益的其他综合收益||94,922.13|-5,248,565.26
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||94,922.13|-5,248,565.26
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||23,244,826.16
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||23,244,826.16
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||117,321,177.72|123,034,895.43
（一）归属于母公司所有者的综合收益总额||79,567,657.37|93,257,627.76
（二）归属于少数股东的综合收益总额||37,753,520.35|29,777,267.67
八、每股收益：|||
（一）基本每股收益(元/股)||0.07|0.08
（二）稀释每股收益(元/股)||0.07|0.08
