page|69
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金||271,282,217.58|195,261,319.02
结算备付金|||
拆出资金|||
交易性金融资产|||
以公 允价值计量且 其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据||7,000,000.00|174,652,297.21
应收账款||344,933,007.20|396,473,992.46
应收款项融资||169,105,669.54|
预付款项||16,490,164.46|20,705,032.00
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||4,947,217.78|5,663,608.50
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||839,953,882.97|861,674,299.85
持有待售资产||2,979,128.44|
一年内到期的非流动资产|||
其他流动资产||24,427,780.91|10,877,413.51
流动资产合计||1,681,119,068.88|1,665,307,962.55
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||
其他债权投资|||
持有至到期投资|||
长期应收款|||
长期股权投资||855,062,759.17|774,888,430.32
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产||2,072,635.12|2,133,147.76
固定资产||1,094,731,105.08|1,097,130,298.95
在建工程||15,580,466.40|51,899,365.36
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||177,663,444.19|184,484,727.76
开发支出|||
page|70
商誉|||
长期待摊费用||365,009.59|523,588.49
递延所得税资产||36,642,532.86|35,894,609.14
其他非流动资产||11,934,977.48|9,131,365.63
非流动资产合计||2,194,052,929.89|2,156,085,533.41
资产总计||3,875,171,998.77|3,821,393,495.96
流动负债：|||
短期借款||907,732,286.16|914,023,080.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公 允价值计量且 其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据||146,591,699.47|218,079,080.00
应付账款||384,992,333.84|349,548,678.77
预收款项||48,480,478.06|48,448,194.66
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||40,721,378.50|45,049,846.46
应交税费||20,529,069.98|12,452,432.52
其他应付款||30,076,791.08|20,592,402.70
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||55,096,790.66|239,205,794.27
其他流动负债|||
流动负债合计||1,634,220,827.75|1,847,399,509.38
非流动负债：|||
保险合同准备金|||
长期借款||245,090,709.34|
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款||5,001,596.86|5,001,596.86
长期应付职工薪酬|||
预计负债||28,243,328.24|25,085,487.31
递延收益||61,609,147.57|72,056,759.83
递延所得税负债||7,706,506.10|7,893,334.13
其他非流动负债||87,405,518.86|87,610,718.86
非流动负债合计||435,056,806.97|197,647,896.99
负债合计||2,069,277,634.72|2,045,047,406.37
所有者权益（或股东权益）：|||
page|71
实收资本（或股本）||400,060,000.00|400,060,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||860,565,261.70|860,565,261.70
减：库存股|||
其他综合收益||10,208,118.68|6,501,138.43
专项储备|||
盈余公积||56,688,912.22|53,064,261.00
一般风险准备|||
未分配利润||322,695,762.09|314,588,821.78
归属 于母公司所有 者权益（或股东权益）合计||1,650,218,054.69|1,634,779,482.91
少数股东权益||155,676,309.36|141,566,606.68
所 有 者 权 益 （ 或 股 东 权益）合计||1,805,894,364.05|1,776,346,089.59
负债和所有者权益（或股东权益）总计||3,875,171,998.77|3,821,393,495.96
