page|47
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金||87,301,823.05|91,396,167.28
应收账款||2,850,002.34|0.00
预付款项||115,078.50|114,717.57
其他应收款||41,595,029.48|43,377,489.57
其中：应收利息||2,374,268.00|0.00
存货||7,810,774.54|8,127,648.08
其他流动资产||6,874,970.95|4,159,475.91
流动资产合计||146,547,678.86|147,175,498.41
非流动资产：|||
投资性房地产||28,196,714.49|30,779,606.00
固定资产||27,671,467.31|28,632,091.51
生产性生物资产||52,891,110.02|55,699,067.93
无形资产||30,886,259.32|31,915,801.36
递延所得税资产||6,849,931.84|5,164,579.47
其他非流动资产||88,800.00|88,800.00
非流动资产合计||146,584,282.98|152,279,946.27
资产总计||293,131,961.84|299,455,444.68
流动负债：|||
预收款项||331,464.71|3,829.55
应付职工薪酬||2,517,135.47|2,084,460.10
应交税费||579,092.24|936,234.78
其他应付款||4,519,522.02|3,429,946.97
一年内到期的非流动负债||95,785.10|91,815.62
流动负债合计||8,042,999.54|6,546,287.02
非流动负债：|||
长期应付职工薪酬||205,312.05|301,097.15
递延收益||10,818,000.00|10,818,000.00
非流动负债合计||11,023,312.05|11,119,097.15
负债合计||19,066,311.59|17,665,384.17
所有者权益（或股东权益）：|||
实收资本（或股本）||147,706,873.00|147,706,873.00
资本公积||223,982,201.21|223,982,201.21
其他综合收益||0.00|0.00
盈余公积||34,192,504.86|34,192,504.86
未分配利润||-131,815,928.82|-124,091,518.56
归属于母公司所有者权益（或股东权益）合计||274,065,650.25|281,790,060.51
所有者权益（或股东权益）合计||274,065,650.25|281,790,060.51
负债和所有者权益（或股东权益）总计||293,131,961.84|299,455,444.68
